[1686, 819]
[section-title, [75.0, 62.0, 140.0, 49.5], shoonya_5sXVSSZICQ5HPE, 6473560]
[unordered-list, [312.0, 612.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 648.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 684.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 720.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 756.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 792.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 828.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 864.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 900.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 936.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 972.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1008.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1044.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1080.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1116.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1152.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1188.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1224.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1260.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1296.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1332.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[unordered-list, [312.0, 1368.0, 449.0, 36.0], shoonya_1sLJ82HYY6AS6C, 6473560]
[folio, [490.0, 1511.0, 261.0, 36.0], ZBkqwDgbBR, 6473560]
[folio, [490.0, 1547.0, 261.0, 36.0], ZBkqwDgbBR, 6473560]
