[3509, 2480]
[paragraph, [354.0, 371.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 423.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 476.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 528.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 581.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 633.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 686.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 738.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 791.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 843.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 896.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 948.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1001.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1053.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1106.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1158.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1211.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1263.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1316.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1368.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1421.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1473.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1526.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1578.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1631.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1683.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1736.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1788.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1841.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1893.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1946.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 1998.5, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [354.0, 2051.0, 1770.0, 52.5], shoonya_1sQ4XQCEM2ZB7M, 5723811]
[paragraph, [361.0, 2180.0, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2232.5, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2285.0, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2337.5, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2390.0, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2442.5, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2495.0, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2547.5, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2600.0, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2652.5, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2705.0, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2757.5, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2810.0, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2862.5, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2915.0, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 2967.5, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 3020.0, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
[paragraph, [361.0, 3072.5, 1773.0, 52.5], shoonya_2s9B3X92VEUDNI, 5723811]
