[1372, 849]
[section-title, [305.0, 68.0, 243.0, 30.0], shoonya_0s7FXHDGNY7F8F, 5709666]
[paragraph, [55.0, 130.0, 670.0, 18.0], xRM0AtPTD6, 5709666]
[paragraph, [55.0, 148.0, 670.0, 18.0], xRM0AtPTD6, 5709666]
[paragraph, [55.0, 180.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 198.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 216.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 234.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 252.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 270.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 288.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 306.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 324.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 342.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 360.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 378.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 396.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 414.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 432.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 450.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 468.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 486.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 504.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 522.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 540.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 558.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 576.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 594.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 612.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 630.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 648.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 666.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 684.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 702.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 720.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 738.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 756.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 774.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 792.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 810.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 828.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 846.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 864.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 882.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 900.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 918.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 936.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [55.0, 954.0, 731.0, 18.0], shoonya_1sT6Z2DKCAMZUS, 5709666]
[paragraph, [50.0, 988.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1006.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1024.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1042.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1060.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1078.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1096.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1114.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1132.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1150.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1168.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1186.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1204.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1222.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1240.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
[paragraph, [50.0, 1258.0, 744.0, 18.0], 2mFLMnkIfJ, 5709666]
