[872, 605]
[section-title, [260.0, 31.0, 80.0, 30.0], e_BvccG53n, 6457540]
[folio, [34.0, 32.0, 85.0, 18.0], fw15j04XrC, 6457540]
[paragraph, [38.0, 72.0, 266.0, 18.0], 874gY9iRQi, 6457540]
[paragraph, [38.0, 90.0, 266.0, 18.0], 874gY9iRQi, 6457540]
[paragraph, [38.0, 108.0, 266.0, 18.0], 874gY9iRQi, 6457540]
[paragraph, [305.0, 74.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 92.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 110.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 128.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 146.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 164.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 182.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 200.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 218.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 236.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 254.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 272.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 290.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 308.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 326.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [305.0, 344.0, 260.0, 18.0], WEbSLaNjCP, 6457540]
[paragraph, [39.0, 121.0, 261.0, 18.0], hZb8zIW6g5, 6457540]
[paragraph, [39.0, 139.0, 261.0, 18.0], hZb8zIW6g5, 6457540]
[paragraph, [39.0, 157.0, 261.0, 18.0], hZb8zIW6g5, 6457540]
[paragraph, [39.0, 175.0, 261.0, 18.0], hZb8zIW6g5, 6457540]
[paragraph, [39.0, 193.0, 261.0, 18.0], hZb8zIW6g5, 6457540]
[paragraph, [39.0, 211.0, 261.0, 18.0], hZb8zIW6g5, 6457540]
[paragraph, [39.0, 229.0, 261.0, 18.0], hZb8zIW6g5, 6457540]
[paragraph, [39.0, 247.0, 261.0, 18.0], hZb8zIW6g5, 6457540]
[paragraph, [41.0, 275.0, 263.0, 18.0], sZcn-B5aIS, 6457540]
[paragraph, [37.0, 296.0, 258.0, 18.0], cGyDxmHVyO, 6457540]
[paragraph, [37.0, 314.0, 258.0, 18.0], cGyDxmHVyO, 6457540]
[paragraph, [39.0, 329.0, 261.0, 18.0], TlKEqwusdK, 6457540]
[paragraph, [39.0, 347.0, 261.0, 18.0], TlKEqwusdK, 6457540]
[paragraph, [39.0, 365.0, 261.0, 18.0], TlKEqwusdK, 6457540]
[paragraph, [302.0, 362.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 380.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 398.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 416.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 434.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 452.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 470.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 488.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 506.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 524.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 542.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 560.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 578.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 596.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 614.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 632.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 650.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 668.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 686.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 704.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [302.0, 722.0, 267.0, 18.0], -OmpJm8nDL, 6457540]
[paragraph, [32.0, 384.0, 266.0, 18.0], wirrDP8AdF, 6457540]
[paragraph, [32.0, 402.0, 266.0, 18.0], wirrDP8AdF, 6457540]
[paragraph, [39.0, 414.0, 260.0, 18.0], BWa7kwSrXT, 6457540]
[paragraph, [39.0, 432.0, 260.0, 18.0], BWa7kwSrXT, 6457540]
[paragraph, [39.0, 450.0, 260.0, 18.0], BWa7kwSrXT, 6457540]
[paragraph, [39.0, 468.0, 260.0, 18.0], BWa7kwSrXT, 6457540]
[paragraph, [48.0, 483.0, 155.0, 18.0], l-tJwAhGOe, 6457540]
[paragraph, [40.0, 501.0, 262.0, 18.0], qTiYGiYj0L, 6457540]
[paragraph, [40.0, 519.0, 262.0, 18.0], qTiYGiYj0L, 6457540]
[paragraph, [35.0, 536.0, 267.0, 18.0], LFwrOI9FZ2, 6457540]
[paragraph, [35.0, 554.0, 267.0, 18.0], LFwrOI9FZ2, 6457540]
[paragraph, [35.0, 572.0, 267.0, 18.0], LFwrOI9FZ2, 6457540]
[paragraph, [36.0, 585.0, 272.0, 18.0], g-Y00Smymn, 6457540]
[paragraph, [36.0, 603.0, 272.0, 18.0], g-Y00Smymn, 6457540]
[paragraph, [36.0, 621.0, 272.0, 18.0], g-Y00Smymn, 6457540]
[paragraph, [36.0, 639.0, 272.0, 18.0], g-Y00Smymn, 6457540]
[paragraph, [36.0, 657.0, 272.0, 18.0], g-Y00Smymn, 6457540]
[paragraph, [36.0, 675.0, 272.0, 18.0], g-Y00Smymn, 6457540]
[paragraph, [38.0, 707.0, 261.0, 18.0], q57gIGAYhz, 6457540]
[paragraph, [38.0, 725.0, 261.0, 18.0], q57gIGAYhz, 6457540]
[paragraph, [38.0, 743.0, 267.0, 18.0], VppX073ah-, 6457540]
[paragraph, [38.0, 761.0, 267.0, 18.0], VppX073ah-, 6457540]
[reference, [304.0, 744.0, 264.0, 18.0], shoonya_0s9ISYVWO9J997, 6457540]
[reference, [304.0, 762.0, 264.0, 18.0], shoonya_0s9ISYVWO9J997, 6457540]
[reference, [304.0, 780.0, 264.0, 18.0], shoonya_0s9ISYVWO9J997, 6457540]
[reference, [304.0, 798.0, 264.0, 18.0], shoonya_0s9ISYVWO9J997, 6457540]
