[1238, 765]
[headline, [224.0, 74.0, 416.0, 25.5], PHGaW1Vj8_, 5770132]
[paragraph, [71.0, 129.0, 257.0, 18.0], GJZEFudpT0, 5770132]
[paragraph, [377.0, 134.0, 310.0, 18.0], 4yeJXh6vCa, 5770132]
[paragraph, [377.0, 152.0, 310.0, 18.0], 4yeJXh6vCa, 5770132]
[paragraph, [377.0, 170.0, 310.0, 18.0], 4yeJXh6vCa, 5770132]
[paragraph, [377.0, 188.0, 310.0, 18.0], 4yeJXh6vCa, 5770132]
[paragraph, [377.0, 206.0, 310.0, 18.0], 4yeJXh6vCa, 5770132]
[paragraph, [79.0, 157.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 175.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 193.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 211.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 229.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 247.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 265.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 283.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 301.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 319.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 337.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 355.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 373.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 391.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [79.0, 409.0, 296.0, 18.0], X788CZGaSK, 5770132]
[paragraph, [382.0, 225.0, 304.0, 18.0], HVH4MU0oAV, 5770132]
[paragraph, [382.0, 243.0, 304.0, 18.0], HVH4MU0oAV, 5770132]
[paragraph, [382.0, 261.0, 304.0, 18.0], HVH4MU0oAV, 5770132]
[paragraph, [382.0, 279.0, 304.0, 18.0], HVH4MU0oAV, 5770132]
[paragraph, [382.0, 297.0, 304.0, 18.0], HVH4MU0oAV, 5770132]
[paragraph, [382.0, 315.0, 304.0, 18.0], HVH4MU0oAV, 5770132]
[paragraph, [382.0, 352.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 370.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 388.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 406.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 424.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 442.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 460.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 478.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 496.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 514.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 532.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 550.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 568.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 586.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [382.0, 604.0, 303.0, 18.0], 0cJ_Yt7HRs, 5770132]
[paragraph, [76.0, 439.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [76.0, 457.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [76.0, 475.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [76.0, 493.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
[paragraph, [76.0, 511.0, 305.0, 18.0], 8-ijF0Hd5Y, 5770132]
