[2640, 2040]
[chapter-title, [903.0, 382.0, 226.0, 64.5], 0r_xS1wIq-, 5700057]
[chapter-title, [903.0, 446.5, 226.0, 64.5], 0r_xS1wIq-, 5700057]
[ordered-list, [306.0, 605.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 651.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 698.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 744.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 791.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 837.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 884.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 930.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 977.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1023.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1070.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1116.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1163.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1209.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1256.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1302.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1349.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1395.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1442.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1488.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1535.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1581.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1628.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1674.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1721.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1767.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1814.0, 1444.0, 46.5], yxz98d70Bt, 5700057]
[ordered-list, [306.0, 1860.5, 1444.0, 46.5], yxz98d70Bt, 5700057]
