[1398, 1050]
[chapter-title, [102.0, 120.0, 524.0, 30.0], Lu4RQp4bYg, 6469496]
[chapter-title, [102.0, 150.0, 524.0, 30.0], Lu4RQp4bYg, 6469496]
[paragraph, [91.0, 827.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 845.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 863.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 881.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 899.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 917.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 935.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 953.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 971.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 989.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [91.0, 1007.0, 841.0, 18.0], 0hQV-jHn18, 6469496]
[paragraph, [87.0, 1051.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1069.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1087.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1105.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1123.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1141.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1159.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1177.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1195.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1213.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1231.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1249.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[paragraph, [87.0, 1267.0, 842.0, 18.0], kGBOWZ8pGx, 6469496]
[folio, [91.0, 1300.0, 158.0, 18.0], 9CHDFjkp58, 6469496]
