[690, 512]
[folio, [197.0, 36.0, 107.0, 18.0], shoonya_3sWVRRU82S68HG, 6491644]
[paragraph, [32.0, 59.0, 448.0, 18.0], shoonya_0s5OL939JEJW1F, 6491644]
[paragraph, [27.0, 93.0, 450.0, 18.0], shoonya_1sCJQ90V4YXZ0V, 6491644]
[paragraph, [27.0, 111.0, 450.0, 18.0], shoonya_1sCJQ90V4YXZ0V, 6491644]
[paragraph, [25.0, 139.0, 459.0, 18.0], shoonya_2s74XO793CLD74, 6491644]
[paragraph, [25.0, 157.0, 459.0, 18.0], shoonya_2s74XO793CLD74, 6491644]
[paragraph, [25.0, 175.0, 459.0, 18.0], shoonya_2s74XO793CLD74, 6491644]
[paragraph, [25.0, 205.0, 458.0, 18.0], shoonya_4sAN6LLMMF623D, 6491644]
[paragraph, [25.0, 223.0, 458.0, 18.0], shoonya_4sAN6LLMMF623D, 6491644]
[paragraph, [25.0, 241.0, 458.0, 18.0], shoonya_4sAN6LLMMF623D, 6491644]
[paragraph, [26.0, 268.0, 454.0, 18.0], i6100WeeG1, 6491644]
[paragraph, [29.0, 299.0, 456.0, 18.0], 159aC0S_XW, 6491644]
[paragraph, [25.0, 329.0, 455.0, 18.0], Ae95ramRw8, 6491644]
[paragraph, [25.0, 347.0, 455.0, 18.0], Ae95ramRw8, 6491644]
[paragraph, [26.0, 379.0, 455.0, 18.0], o0jE2TScaX, 6491644]
[paragraph, [26.0, 397.0, 455.0, 18.0], o0jE2TScaX, 6491644]
[paragraph, [26.0, 415.0, 455.0, 18.0], o0jE2TScaX, 6491644]
[paragraph, [26.0, 433.0, 455.0, 18.0], o0jE2TScaX, 6491644]
[paragraph, [26.0, 451.0, 455.0, 18.0], o0jE2TScaX, 6491644]
[paragraph, [26.0, 469.0, 455.0, 18.0], o0jE2TScaX, 6491644]
[paragraph, [23.0, 505.0, 461.0, 18.0], 3L9Xo7MSHP, 6491644]
[paragraph, [23.0, 523.0, 461.0, 18.0], 3L9Xo7MSHP, 6491644]
[paragraph, [23.0, 541.0, 461.0, 18.0], 3L9Xo7MSHP, 6491644]
[paragraph, [25.0, 570.0, 462.0, 18.0], vgxlb5idmq, 6491644]
[paragraph, [25.0, 588.0, 462.0, 18.0], vgxlb5idmq, 6491644]
[paragraph, [25.0, 606.0, 462.0, 18.0], vgxlb5idmq, 6491644]
