[700, 1024]
[headline, [2.0, 9.0, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[headline, [2.0, 34.5, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[headline, [2.0, 60.0, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[headline, [2.0, 85.5, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[headline, [2.0, 111.0, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[headline, [2.0, 136.5, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[headline, [2.0, 162.0, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[headline, [2.0, 187.5, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[headline, [2.0, 213.0, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[headline, [2.0, 238.5, 1012.0, 25.5], shoonya_0s6EBJ3GOBA9PN, 6473931]
[dateline, [212.0, 287.0, 590.0, 64.5], sgd980GK7U, 6473931]
[contact-info, [652.0, 421.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 439.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 457.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 475.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 493.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 511.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 529.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 547.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 565.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 583.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 601.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 619.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [652.0, 637.0, 344.0, 18.0], 4yE2aMqQA0, 6473931]
[contact-info, [89.0, 427.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 445.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 463.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 481.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 499.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 517.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 535.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 553.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 571.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 589.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 607.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 625.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [89.0, 643.0, 177.0, 18.0], GhBdyroSxN, 6473931]
[contact-info, [338.0, 432.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 450.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 468.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 486.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 504.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 522.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 540.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 558.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 576.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 594.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 612.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
[contact-info, [338.0, 630.0, 306.0, 18.0], YuqY3xBb7c, 6473931]
