[1447, 1063]
[folio, [431.0, 55.0, 196.0, 18.0], CjWZDnoALK, 5762382]
[paragraph, [86.0, 89.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 107.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 125.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 143.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 161.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 179.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 197.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 215.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 233.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 251.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 269.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 287.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 305.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 323.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 341.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 359.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 377.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [86.0, 395.0, 439.0, 18.0], zbOy9YtJp6, 5762382]
[paragraph, [532.0, 93.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 111.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 129.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 147.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 165.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 183.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 201.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 219.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 237.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 255.0, 439.0, 18.0], OznkYh_duM, 5762382]
[paragraph, [532.0, 273.0, 439.0, 18.0], OznkYh_duM, 5762382]
[section-title, [538.0, 304.0, 81.0, 30.0], u8zBoCeLs_, 5762382]
[paragraph, [536.0, 347.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 365.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 383.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 401.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 419.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 437.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 455.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 473.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 491.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 509.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 527.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 545.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
[paragraph, [536.0, 563.0, 440.0, 18.0], Sc6WrQD1HY, 5762382]
