[1492, 1000]
[folio, [433.0, 150.0, 139.0, 18.0], shoonya_2sWSXJ34K8EL6H, 5720226]
[paragraph, [137.0, 201.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 219.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 237.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 255.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 273.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 291.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 309.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 327.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 345.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 363.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 381.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 399.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 417.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 435.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 453.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 471.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 489.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 507.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 525.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 543.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 561.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 579.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 597.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 615.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 633.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 651.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 669.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 687.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 705.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 723.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 741.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 759.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 777.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 795.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 813.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 831.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [137.0, 849.0, 733.0, 18.0], shoonya_1sZ3THLP1V1NBN, 5720226]
[paragraph, [138.0, 870.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 888.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 906.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 924.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 942.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 960.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 978.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 996.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1014.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1032.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1050.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1068.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1086.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1104.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1122.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1140.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1158.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1176.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1194.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1212.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1230.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1248.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1266.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
[paragraph, [138.0, 1284.0, 733.0, 18.0], 9WfAx6xF49, 5720226]
