[2339, 1654]
[folio, [99.0, 47.0, 380.0, 36.0], UCWhn8KjwS, 5750520]
[paragraph, [100.0, 105.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 141.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 177.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 213.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 249.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 285.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 321.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 357.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 393.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 429.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 465.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 501.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 537.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 573.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 609.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 645.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 681.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 717.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 753.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 789.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 825.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 861.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 897.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 933.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 969.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1005.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1041.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1077.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1113.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1149.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1185.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1221.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1257.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1293.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1329.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1365.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [100.0, 1401.0, 1449.0, 36.0], shoonya_2sVH8DU9SCOQ4B, 5750520]
[paragraph, [241.0, 1455.0, 1147.0, 36.0], zGb_tOvpeV, 5750520]
[paragraph, [241.0, 1491.0, 1147.0, 36.0], zGb_tOvpeV, 5750520]
[paragraph, [241.0, 1527.0, 1147.0, 36.0], zGb_tOvpeV, 5750520]
[paragraph, [241.0, 1563.0, 1147.0, 36.0], zGb_tOvpeV, 5750520]
[paragraph, [241.0, 1599.0, 1147.0, 36.0], zGb_tOvpeV, 5750520]
[paragraph, [241.0, 1635.0, 1147.0, 36.0], zGb_tOvpeV, 5750520]
[reference, [987.0, 1717.0, 391.0, 36.0], shoonya_1s4TAXIYBALO9D, 5750520]
[paragraph, [77.0, 1779.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 1815.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 1851.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 1887.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 1923.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 1959.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 1995.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 2031.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 2067.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 2103.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 2139.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
[paragraph, [77.0, 2175.0, 1458.0, 36.0], shoonya_0sTRY0WD6CCTN6, 5750520]
