[2339, 1653]
[folio, [235.0, 330.0, 177.0, 36.0], EQyxtCW8M2, 5735817]
[paragraph, [832.0, 385.0, 585.0, 36.0], shoonya_12sG5S974P3K8T, 5735817]
[paragraph, [832.0, 421.0, 585.0, 36.0], shoonya_12sG5S974P3K8T, 5735817]
[paragraph, [832.0, 457.0, 585.0, 36.0], shoonya_12sG5S974P3K8T, 5735817]
[paragraph, [239.0, 387.0, 576.0, 36.0], shoonya_6sS9A3TPID1LZU, 5735817]
[paragraph, [239.0, 423.0, 576.0, 36.0], shoonya_6sS9A3TPID1LZU, 5735817]
[paragraph, [239.0, 459.0, 576.0, 36.0], shoonya_6sS9A3TPID1LZU, 5735817]
[paragraph, [239.0, 495.0, 576.0, 36.0], shoonya_6sS9A3TPID1LZU, 5735817]
[paragraph, [239.0, 531.0, 576.0, 36.0], shoonya_6sS9A3TPID1LZU, 5735817]
[paragraph, [239.0, 567.0, 576.0, 36.0], shoonya_6sS9A3TPID1LZU, 5735817]
[paragraph, [239.0, 603.0, 576.0, 36.0], shoonya_6sS9A3TPID1LZU, 5735817]
[author, [1168.0, 527.0, 245.0, 36.0], shoonya_13sFXU0H4MZF0B, 5735817]
[sidebar, [1456.0, 553.0, 132.0, 36.0], Z9bhTdCfm5, 5735817]
[paragraph, [838.0, 570.0, 577.0, 36.0], shoonya_8sIZ8BU6JDU65V, 5735817]
[paragraph, [838.0, 606.0, 577.0, 36.0], shoonya_8sIZ8BU6JDU65V, 5735817]
[paragraph, [237.0, 659.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 695.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 731.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 767.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 803.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 839.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 875.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 911.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 947.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 983.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 1019.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 1055.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 1091.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 1127.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 1163.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 1199.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [237.0, 1235.0, 578.0, 36.0], shoonya_1sOUI495UDYYWK, 5735817]
[paragraph, [838.0, 752.0, 258.0, 36.0], shoonya_10sON2BB436SKE, 5735817]
[paragraph, [838.0, 788.0, 258.0, 36.0], shoonya_10sON2BB436SKE, 5735817]
[paragraph, [1088.0, 879.0, 327.0, 36.0], shoonya_9sKFNA3O0KC5VV, 5735817]
[paragraph, [1088.0, 915.0, 327.0, 36.0], shoonya_9sKFNA3O0KC5VV, 5735817]
[paragraph, [1088.0, 951.0, 327.0, 36.0], shoonya_9sKFNA3O0KC5VV, 5735817]
[paragraph, [1088.0, 987.0, 327.0, 36.0], shoonya_9sKFNA3O0KC5VV, 5735817]
[paragraph, [1088.0, 1023.0, 327.0, 36.0], shoonya_9sKFNA3O0KC5VV, 5735817]
[paragraph, [1088.0, 1059.0, 327.0, 36.0], shoonya_9sKFNA3O0KC5VV, 5735817]
[paragraph, [1088.0, 1095.0, 327.0, 36.0], shoonya_9sKFNA3O0KC5VV, 5735817]
[paragraph, [1088.0, 1131.0, 327.0, 36.0], shoonya_9sKFNA3O0KC5VV, 5735817]
[paragraph, [1088.0, 1167.0, 327.0, 36.0], shoonya_9sKFNA3O0KC5VV, 5735817]
[paragraph, [837.0, 1240.0, 577.0, 36.0], shoonya_4s2474CCHTZMWC, 5735817]
[paragraph, [837.0, 1276.0, 577.0, 36.0], shoonya_4s2474CCHTZMWC, 5735817]
[paragraph, [837.0, 1312.0, 577.0, 36.0], shoonya_4s2474CCHTZMWC, 5735817]
[paragraph, [837.0, 1348.0, 577.0, 36.0], shoonya_4s2474CCHTZMWC, 5735817]
[paragraph, [837.0, 1384.0, 577.0, 36.0], shoonya_4s2474CCHTZMWC, 5735817]
[paragraph, [837.0, 1420.0, 577.0, 36.0], shoonya_4s2474CCHTZMWC, 5735817]
[paragraph, [837.0, 1456.0, 577.0, 36.0], shoonya_4s2474CCHTZMWC, 5735817]
[paragraph, [837.0, 1492.0, 577.0, 36.0], shoonya_4s2474CCHTZMWC, 5735817]
[paragraph, [237.0, 1282.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [237.0, 1318.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [237.0, 1354.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [237.0, 1390.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [237.0, 1426.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [237.0, 1462.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [237.0, 1498.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [237.0, 1534.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [237.0, 1570.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [237.0, 1606.0, 579.0, 36.0], shoonya_0sWQ46OJ31K13U, 5735817]
[paragraph, [835.0, 1545.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1581.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1617.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1653.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1689.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1725.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1761.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1797.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1833.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1869.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [835.0, 1905.0, 582.0, 36.0], shoonya_2s32MZH6TM1M8V, 5735817]
[paragraph, [237.0, 1677.0, 581.0, 36.0], shoonya_3sF373QZPZVUAQ, 5735817]
