[1350, 900]
[paragraph, [163.0, 243.0, 558.0, 18.0], shoonya_2s7SKPW0G5448K, 5760123]
[paragraph, [163.0, 261.0, 558.0, 18.0], shoonya_2s7SKPW0G5448K, 5760123]
[paragraph, [163.0, 279.0, 558.0, 18.0], shoonya_2s7SKPW0G5448K, 5760123]
[paragraph, [163.0, 297.0, 558.0, 18.0], shoonya_2s7SKPW0G5448K, 5760123]
[paragraph, [163.0, 315.0, 558.0, 18.0], shoonya_2s7SKPW0G5448K, 5760123]
[paragraph, [163.0, 333.0, 558.0, 18.0], shoonya_2s7SKPW0G5448K, 5760123]
[paragraph, [163.0, 351.0, 558.0, 18.0], shoonya_2s7SKPW0G5448K, 5760123]
[paragraph, [163.0, 369.0, 558.0, 18.0], shoonya_2s7SKPW0G5448K, 5760123]
[paragraph, [160.0, 417.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 435.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 453.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 471.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 489.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 507.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 525.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 543.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 561.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 579.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 597.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 615.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 633.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 651.0, 566.0, 18.0], puBvNV7zwA, 5760123]
[paragraph, [160.0, 696.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 714.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 732.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 750.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 768.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 786.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 804.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 822.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 840.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 858.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 876.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 894.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 912.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 930.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 948.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [160.0, 966.0, 569.0, 18.0], rt7D56DjKm, 5760123]
[paragraph, [161.0, 1025.0, 574.0, 18.0], WOWWgjjllI, 5760123]
[paragraph, [161.0, 1043.0, 574.0, 18.0], WOWWgjjllI, 5760123]
[paragraph, [161.0, 1061.0, 574.0, 18.0], WOWWgjjllI, 5760123]
[paragraph, [161.0, 1079.0, 574.0, 18.0], WOWWgjjllI, 5760123]
[paragraph, [161.0, 1097.0, 574.0, 18.0], WOWWgjjllI, 5760123]
[paragraph, [161.0, 1115.0, 574.0, 18.0], WOWWgjjllI, 5760123]
