[2200, 1700]
[paragraph, [241.0, 65.0, 1012.0, 36.0], WgKcFaxNu2, 5730629]
[paragraph, [231.0, 121.0, 1097.0, 36.0], rTfP2xwVMK, 5730629]
[paragraph, [231.0, 157.0, 1097.0, 36.0], rTfP2xwVMK, 5730629]
[paragraph, [231.0, 193.0, 1097.0, 36.0], rTfP2xwVMK, 5730629]
[paragraph, [382.0, 235.0, 948.0, 36.0], 6nNrRuyj1o, 5730629]
[paragraph, [377.0, 301.0, 441.0, 36.0], Y7QTmF5-gt, 5730629]
[paragraph, [392.0, 346.0, 933.0, 36.0], Zt9wzQ4UNV, 5730629]
[paragraph, [237.0, 409.0, 1103.0, 36.0], Pf8MWFmgiJ, 5730629]
[paragraph, [237.0, 445.0, 1103.0, 36.0], Pf8MWFmgiJ, 5730629]
[paragraph, [237.0, 481.0, 1103.0, 36.0], Pf8MWFmgiJ, 5730629]
[paragraph, [237.0, 517.0, 1103.0, 36.0], Pf8MWFmgiJ, 5730629]
[paragraph, [237.0, 553.0, 1103.0, 36.0], Pf8MWFmgiJ, 5730629]
[paragraph, [237.0, 589.0, 1103.0, 36.0], Pf8MWFmgiJ, 5730629]
[paragraph, [237.0, 625.0, 1103.0, 36.0], Pf8MWFmgiJ, 5730629]
[paragraph, [250.0, 690.0, 1084.0, 36.0], 10OzPWKlhk, 5730629]
[paragraph, [250.0, 726.0, 1084.0, 36.0], 10OzPWKlhk, 5730629]
[paragraph, [250.0, 762.0, 1084.0, 36.0], 10OzPWKlhk, 5730629]
[paragraph, [258.0, 797.0, 1092.0, 36.0], shoonya_2sXWU2WSJWXC47, 5730629]
[paragraph, [258.0, 833.0, 1092.0, 36.0], shoonya_2sXWU2WSJWXC47, 5730629]
[paragraph, [258.0, 869.0, 1092.0, 36.0], shoonya_2sXWU2WSJWXC47, 5730629]
[paragraph, [242.0, 923.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 959.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 995.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1031.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1067.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1103.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1139.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1175.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1211.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1247.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1283.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1319.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1355.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1391.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1427.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1463.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1499.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1535.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1571.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1607.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1643.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1679.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1715.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1751.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1787.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1823.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1859.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[paragraph, [242.0, 1895.0, 1113.0, 36.0], shoonya_0sJRH52FVMLAFQ, 5730629]
[folio, [893.0, 2006.0, 382.0, 36.0], EbeP4O95Sr, 5730629]
