[1275, 1650]
[folio, [218.0, 148.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[folio, [218.0, 166.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[folio, [218.0, 184.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[folio, [218.0, 202.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[folio, [218.0, 220.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[folio, [218.0, 238.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[folio, [218.0, 256.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[folio, [218.0, 274.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[folio, [218.0, 292.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[folio, [218.0, 310.0, 556.0, 18.0], _V5z2soxSe, 5764432]
[sidebar, [138.0, 334.0, 138.0, 18.0], 50THsg6z8k, 5764432]
[sidebar, [515.0, 334.0, 257.0, 18.0], T9ZImaeg0W, 5764432]
[sidebar, [618.0, 365.0, 158.0, 18.0], DwsYYNX_1n, 5764432]
[sidebar, [618.0, 383.0, 158.0, 18.0], DwsYYNX_1n, 5764432]
[second-level-question, [125.0, 414.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 432.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 450.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 468.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 486.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 504.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 522.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 540.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 558.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 576.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 594.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 612.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 630.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 648.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 666.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 684.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 702.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 720.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 738.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 756.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 774.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 792.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 810.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 828.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 846.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 864.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 882.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 900.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 918.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 936.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[second-level-question, [125.0, 954.0, 662.0, 18.0], Vvw9ZMCAnl, 5764432]
[folio, [389.0, 1085.0, 243.0, 18.0], 5utNCKMHDY, 5764432]
[folio, [389.0, 1103.0, 243.0, 18.0], 5utNCKMHDY, 5764432]
