[1754, 1241]
[section-title, [357.0, 179.0, 596.0, 49.5], w5DzrOBoTA, 6470606]
[section-title, [357.0, 228.5, 596.0, 49.5], w5DzrOBoTA, 6470606]
[sub-section-title, [218.0, 405.0, 142.0, 36.0], wdENSTk8dr, 6470606]
[paragraph, [215.0, 467.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 503.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 539.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 575.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 611.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 647.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 683.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 719.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 755.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 791.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 827.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 863.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [215.0, 899.0, 890.0, 36.0], shoonya_0sOGD2N6Z4VBKL, 6470606]
[paragraph, [212.0, 987.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[paragraph, [212.0, 1023.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[paragraph, [212.0, 1059.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[paragraph, [212.0, 1095.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[paragraph, [212.0, 1131.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[paragraph, [212.0, 1167.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[paragraph, [212.0, 1203.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[paragraph, [212.0, 1239.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[paragraph, [212.0, 1275.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[paragraph, [212.0, 1311.0, 888.0, 36.0], shoonya_1s6HQ5WPG2TYCY, 6470606]
[footnote, [217.0, 1511.0, 466.0, 36.0], shoonya_3sI6EHQE5T8001, 6470606]
[footnote, [217.0, 1547.0, 466.0, 36.0], shoonya_3sI6EHQE5T8001, 6470606]
