[2339, 1653]
[paragraph, [325.0, 164.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 200.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 236.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 272.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 308.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 344.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 380.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 416.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 452.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 488.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 524.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [325.0, 560.0, 1149.0, 36.0], shoonya_1s4F5ODQ8NEEEY, 5733502]
[paragraph, [326.0, 615.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 651.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 687.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 723.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 759.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 795.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 831.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 867.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 903.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 939.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 975.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 1011.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [326.0, 1047.0, 1146.0, 36.0], shoonya_2sQX5EDPHPI8NN, 5733502]
[paragraph, [325.0, 1112.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1148.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1184.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1220.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1256.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1292.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1328.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1364.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1400.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1436.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1472.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1508.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1544.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1580.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1616.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1652.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1688.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1724.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1760.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1796.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1832.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1868.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1904.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1940.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 1976.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 2012.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[paragraph, [325.0, 2048.0, 1145.0, 36.0], shoonya_0sS8UNKSSWGQL3, 5733502]
[folio, [1126.0, 2155.0, 278.0, 36.0], gc072MAygs, 5733502]
