[720, 504]
[paragraph, [258.0, 104.0, 197.0, 18.0], shoonya_4sPDV81OU83QDN, 5650833]
[paragraph, [258.0, 122.0, 197.0, 18.0], shoonya_4sPDV81OU83QDN, 5650833]
[paragraph, [258.0, 140.0, 197.0, 18.0], shoonya_4sPDV81OU83QDN, 5650833]
[paragraph, [258.0, 158.0, 197.0, 18.0], shoonya_4sPDV81OU83QDN, 5650833]
[paragraph, [48.0, 105.0, 197.0, 18.0], shoonya_2sRS4MF0KSAA1J, 5650833]
[paragraph, [48.0, 123.0, 197.0, 18.0], shoonya_2sRS4MF0KSAA1J, 5650833]
[paragraph, [48.0, 141.0, 197.0, 18.0], shoonya_2sRS4MF0KSAA1J, 5650833]
[paragraph, [48.0, 159.0, 197.0, 18.0], shoonya_2sRS4MF0KSAA1J, 5650833]
[paragraph, [48.0, 177.0, 197.0, 18.0], shoonya_2sRS4MF0KSAA1J, 5650833]
[paragraph, [48.0, 195.0, 197.0, 18.0], shoonya_2sRS4MF0KSAA1J, 5650833]
[paragraph, [259.0, 190.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 208.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 226.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 244.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 262.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 280.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 298.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 316.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 334.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 352.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 370.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 388.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [259.0, 406.0, 197.0, 18.0], shoonya_0s4U7MNGUK7ZPB, 5650833]
[paragraph, [59.0, 265.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 283.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 301.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 319.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 337.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 355.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 373.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 391.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 409.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 427.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 445.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [59.0, 463.0, 173.0, 18.0], shoonya_1sHAO9BT8147JN, 5650833]
[paragraph, [258.0, 473.0, 200.0, 18.0], shoonya_3sZH5GMU5ERH0C, 5650833]
[paragraph, [258.0, 491.0, 200.0, 18.0], shoonya_3sZH5GMU5ERH0C, 5650833]
[paragraph, [258.0, 509.0, 200.0, 18.0], shoonya_3sZH5GMU5ERH0C, 5650833]
[paragraph, [258.0, 527.0, 200.0, 18.0], shoonya_3sZH5GMU5ERH0C, 5650833]
[paragraph, [258.0, 545.0, 200.0, 18.0], shoonya_3sZH5GMU5ERH0C, 5650833]
[paragraph, [258.0, 563.0, 200.0, 18.0], shoonya_3sZH5GMU5ERH0C, 5650833]
[paragraph, [258.0, 581.0, 200.0, 18.0], shoonya_3sZH5GMU5ERH0C, 5650833]
[paragraph, [258.0, 599.0, 200.0, 18.0], shoonya_3sZH5GMU5ERH0C, 5650833]
[paragraph, [48.0, 510.0, 196.0, 18.0], shoonya_7sH5HNKDTKTBWM, 5650833]
[paragraph, [48.0, 528.0, 196.0, 18.0], shoonya_7sH5HNKDTKTBWM, 5650833]
[paragraph, [48.0, 546.0, 196.0, 18.0], shoonya_7sH5HNKDTKTBWM, 5650833]
[paragraph, [46.0, 577.0, 199.0, 18.0], shoonya_6s8GKG65G90C1B, 5650833]
[paragraph, [46.0, 595.0, 199.0, 18.0], shoonya_6s8GKG65G90C1B, 5650833]
