[3300, 2550]
[paragraph, [271.0, 278.0, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 330.5, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 383.0, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 435.5, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 488.0, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 540.5, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 593.0, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 645.5, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 698.0, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 750.5, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 803.0, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 855.5, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 908.0, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [271.0, 960.5, 2035.0, 52.5], 1y6Po4HBAt, 5720699]
[paragraph, [255.0, 1080.0, 2041.0, 52.5], HWIBHajn6j, 5720699]
[paragraph, [255.0, 1132.5, 2041.0, 52.5], HWIBHajn6j, 5720699]
[paragraph, [255.0, 1185.0, 2041.0, 52.5], HWIBHajn6j, 5720699]
[paragraph, [255.0, 1237.5, 2041.0, 52.5], HWIBHajn6j, 5720699]
[paragraph, [255.0, 1290.0, 2041.0, 52.5], HWIBHajn6j, 5720699]
[paragraph, [255.0, 1342.5, 2041.0, 52.5], HWIBHajn6j, 5720699]
[paragraph, [255.0, 1395.0, 2041.0, 52.5], HWIBHajn6j, 5720699]
[paragraph, [255.0, 1447.5, 2041.0, 52.5], HWIBHajn6j, 5720699]
[paragraph, [255.0, 1500.0, 2041.0, 52.5], HWIBHajn6j, 5720699]
[paragraph, [271.0, 1582.0, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 1634.5, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 1687.0, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 1739.5, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 1792.0, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 1844.5, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 1897.0, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 1949.5, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 2002.0, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 2054.5, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 2107.0, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 2159.5, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [271.0, 2212.0, 2029.0, 52.5], v7t2YGKtwV, 5720699]
[paragraph, [262.0, 2299.0, 2045.0, 52.5], ZdOoJ8GNNx, 5720699]
[paragraph, [262.0, 2351.5, 2045.0, 52.5], ZdOoJ8GNNx, 5720699]
[paragraph, [262.0, 2404.0, 2045.0, 52.5], ZdOoJ8GNNx, 5720699]
[paragraph, [262.0, 2456.5, 2045.0, 52.5], ZdOoJ8GNNx, 5720699]
[paragraph, [262.0, 2509.0, 2045.0, 52.5], ZdOoJ8GNNx, 5720699]
[paragraph, [268.0, 2609.0, 2003.0, 52.5], vCl0MOIpyE, 5720699]
[paragraph, [268.0, 2661.5, 2003.0, 52.5], vCl0MOIpyE, 5720699]
[paragraph, [268.0, 2714.0, 2003.0, 52.5], vCl0MOIpyE, 5720699]
[paragraph, [268.0, 2766.5, 2003.0, 52.5], vCl0MOIpyE, 5720699]
[paragraph, [268.0, 2819.0, 2003.0, 52.5], vCl0MOIpyE, 5720699]
[paragraph, [268.0, 2871.5, 2003.0, 52.5], vCl0MOIpyE, 5720699]
