[780, 539]
[section-title, [211.0, 67.0, 107.0, 30.0], XiwK8rF4j3, 5767515]
[unordered-list, [264.0, 117.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 135.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 153.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 171.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 189.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 207.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 225.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 243.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 261.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 279.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 297.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 315.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 333.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 351.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 369.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 387.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 405.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 423.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 441.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 459.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 477.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 495.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 513.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 531.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 549.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 567.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 585.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 603.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
[unordered-list, [264.0, 621.0, 232.0, 18.0], shoonya_0sVS2WAGFONYPI, 5767515]
