[1650, 1275]
[section-title, [563.0, 133.0, 206.0, 49.5], WKs3UnaUOf, 6470575]
[section-title, [563.0, 182.5, 206.0, 49.5], WKs3UnaUOf, 6470575]
[sub-section-title, [257.0, 296.0, 125.0, 36.0], k4FYtC-qbu, 6470575]
[paragraph, [252.0, 373.0, 839.0, 36.0], shoonya_0s7NFCI8ZG3XOS, 6470575]
[paragraph, [252.0, 409.0, 839.0, 36.0], shoonya_0s7NFCI8ZG3XOS, 6470575]
[paragraph, [252.0, 445.0, 839.0, 36.0], shoonya_0s7NFCI8ZG3XOS, 6470575]
[paragraph, [252.0, 481.0, 839.0, 36.0], shoonya_0s7NFCI8ZG3XOS, 6470575]
[paragraph, [252.0, 517.0, 839.0, 36.0], shoonya_0s7NFCI8ZG3XOS, 6470575]
[paragraph, [250.0, 603.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 639.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 675.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 711.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 747.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 783.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 819.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 855.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 891.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 927.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [250.0, 963.0, 844.0, 36.0], shoonya_1sM60ML92W0NOP, 6470575]
[paragraph, [248.0, 1044.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1080.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1116.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1152.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1188.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1224.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1260.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1296.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1332.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1368.0, 840.0, 36.0], cqBTbiObZi, 6470575]
[paragraph, [248.0, 1404.0, 840.0, 36.0], cqBTbiObZi, 6470575]
