[2339, 1656]
[paragraph, [188.0, 195.0, 1275.0, 36.0], shoonya_2sUSR63YO80Z1W, 5731423]
[paragraph, [188.0, 231.0, 1275.0, 36.0], shoonya_2sUSR63YO80Z1W, 5731423]
[paragraph, [188.0, 267.0, 1275.0, 36.0], shoonya_2sUSR63YO80Z1W, 5731423]
[paragraph, [188.0, 303.0, 1275.0, 36.0], shoonya_2sUSR63YO80Z1W, 5731423]
[paragraph, [188.0, 339.0, 1275.0, 36.0], shoonya_2sUSR63YO80Z1W, 5731423]
[paragraph, [188.0, 375.0, 1275.0, 36.0], shoonya_2sUSR63YO80Z1W, 5731423]
[paragraph, [188.0, 411.0, 1275.0, 36.0], shoonya_2sUSR63YO80Z1W, 5731423]
[paragraph, [185.0, 525.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 561.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 597.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 633.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 669.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 705.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 741.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 777.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 813.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 849.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 885.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 921.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 957.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 993.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 1029.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 1065.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 1101.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 1137.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 1173.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [185.0, 1209.0, 1280.0, 36.0], shoonya_0sUWWNZCBAXKIL, 5731423]
[paragraph, [189.0, 1272.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1308.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1344.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1380.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1416.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1452.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1488.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1524.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1560.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1596.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1632.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1668.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [189.0, 1704.0, 1278.0, 36.0], shoonya_1s396UBN4G3NQP, 5731423]
[paragraph, [185.0, 1802.0, 1278.0, 36.0], shoonya_3sI9SA8UZPZAIB, 5731423]
[paragraph, [185.0, 1838.0, 1278.0, 36.0], shoonya_3sI9SA8UZPZAIB, 5731423]
[paragraph, [185.0, 1874.0, 1278.0, 36.0], shoonya_3sI9SA8UZPZAIB, 5731423]
[paragraph, [185.0, 1910.0, 1278.0, 36.0], shoonya_3sI9SA8UZPZAIB, 5731423]
[paragraph, [185.0, 1946.0, 1278.0, 36.0], shoonya_3sI9SA8UZPZAIB, 5731423]
[paragraph, [185.0, 1982.0, 1278.0, 36.0], shoonya_3sI9SA8UZPZAIB, 5731423]
[paragraph, [185.0, 2018.0, 1278.0, 36.0], shoonya_3sI9SA8UZPZAIB, 5731423]
[paragraph, [185.0, 2054.0, 1278.0, 36.0], shoonya_3sI9SA8UZPZAIB, 5731423]
