[595, 401]
[folio, [242.0, 49.0, 99.0, 18.0], xix_Y57ZMh, 5711051]
[paragraph, [44.0, 79.0, 307.0, 18.0], 7ra5yPYEuW, 5711051]
[paragraph, [44.0, 97.0, 307.0, 18.0], 7ra5yPYEuW, 5711051]
[paragraph, [44.0, 115.0, 307.0, 18.0], 7ra5yPYEuW, 5711051]
[paragraph, [44.0, 133.0, 307.0, 18.0], 7ra5yPYEuW, 5711051]
[paragraph, [44.0, 151.0, 307.0, 18.0], 7ra5yPYEuW, 5711051]
[paragraph, [44.0, 169.0, 307.0, 18.0], 7ra5yPYEuW, 5711051]
[paragraph, [44.0, 187.0, 307.0, 18.0], 7ra5yPYEuW, 5711051]
[paragraph, [44.0, 205.0, 307.0, 18.0], 7ra5yPYEuW, 5711051]
[paragraph, [44.0, 223.0, 307.0, 18.0], 7ra5yPYEuW, 5711051]
[paragraph, [51.0, 259.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 277.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 295.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 313.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 331.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 349.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 367.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 385.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 403.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 421.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 439.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 457.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 475.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 493.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 511.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
[paragraph, [51.0, 529.0, 301.0, 18.0], shoonya_1sWB5IY4NOMX4I, 5711051]
