[1388, 886]
[section-title, [319.0, 165.0, 307.0, 30.0], shoonya_2sQ2RP33KCKG2D, 5742702]
[section-title, [406.0, 266.0, 117.0, 30.0], vsAfH2TXp6, 5742702]
[paragraph, [47.0, 336.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 354.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 372.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 390.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 408.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 426.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 444.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 462.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 480.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 498.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 516.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 534.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 552.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 570.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 588.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 606.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 624.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 642.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 660.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 678.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 696.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 714.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 732.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 750.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
[paragraph, [47.0, 768.0, 354.0, 18.0], shoonya_0sRDPJZS21BS66, 5742702]
