[596, 420]
[section-title, [84.0, 59.0, 98.0, 30.0], e9Va7qgKw6, 6533341]
[paragraph, [22.0, 98.0, 166.0, 18.0], gLUrgjy120, 6533341]
[paragraph, [22.0, 116.0, 166.0, 18.0], gLUrgjy120, 6533341]
[paragraph, [257.0, 99.0, 126.0, 18.0], s4SoZC4-Y4, 6533341]
[paragraph, [257.0, 117.0, 126.0, 18.0], s4SoZC4-Y4, 6533341]
[paragraph, [23.0, 148.0, 366.0, 18.0], AyH_KLHTyG, 6533341]
[paragraph, [23.0, 166.0, 366.0, 18.0], AyH_KLHTyG, 6533341]
[paragraph, [23.0, 184.0, 366.0, 18.0], AyH_KLHTyG, 6533341]
[paragraph, [23.0, 202.0, 366.0, 18.0], AyH_KLHTyG, 6533341]
[paragraph, [23.0, 220.0, 366.0, 18.0], AyH_KLHTyG, 6533341]
[paragraph, [23.0, 238.0, 366.0, 18.0], AyH_KLHTyG, 6533341]
[paragraph, [24.0, 258.0, 360.0, 18.0], shoonya_0sR6CUXNLD8L5T, 6533341]
[paragraph, [24.0, 276.0, 360.0, 18.0], shoonya_0sR6CUXNLD8L5T, 6533341]
[paragraph, [24.0, 294.0, 360.0, 18.0], shoonya_0sR6CUXNLD8L5T, 6533341]
[paragraph, [24.0, 312.0, 360.0, 18.0], shoonya_0sR6CUXNLD8L5T, 6533341]
[paragraph, [24.0, 330.0, 360.0, 18.0], shoonya_0sR6CUXNLD8L5T, 6533341]
[paragraph, [24.0, 348.0, 360.0, 18.0], shoonya_0sR6CUXNLD8L5T, 6533341]
[paragraph, [24.0, 366.0, 360.0, 18.0], shoonya_0sR6CUXNLD8L5T, 6533341]
[paragraph, [24.0, 384.0, 360.0, 18.0], shoonya_0sR6CUXNLD8L5T, 6533341]
[paragraph, [26.0, 406.0, 358.0, 18.0], 093hUhmMrL, 6533341]
[paragraph, [26.0, 424.0, 358.0, 18.0], 093hUhmMrL, 6533341]
[author, [240.0, 464.0, 127.0, 18.0], CTh1Tt4QMJ, 6533341]
[author, [240.0, 482.0, 127.0, 18.0], CTh1Tt4QMJ, 6533341]
[author, [240.0, 500.0, 127.0, 18.0], CTh1Tt4QMJ, 6533341]
