[1723, 1092]
[paragraph, [105.0, 102.0, 735.0, 36.0], shoonya_0s1NK4D75TXKJM, 5681815]
[ordered-list, [102.0, 212.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 248.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 284.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 320.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 356.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 392.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 428.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 464.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 500.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 536.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 572.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 608.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 644.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 680.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 716.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 752.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 788.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 824.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 860.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 896.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 932.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 968.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1004.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1040.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1076.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1112.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1148.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1184.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1220.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1256.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1292.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1328.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1364.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1400.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1436.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1472.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[ordered-list, [102.0, 1508.0, 889.0, 36.0], RtIaq9j60W, 5681815]
[folio, [464.0, 1585.0, 137.0, 36.0], NU089MQsbT, 5681815]
