[3508, 2481]
[contact-info, [310.0, 99.0, 1846.0, 52.5], gGQyDdT2_Y, 6490810]
[contact-info, [310.0, 151.5, 1846.0, 52.5], gGQyDdT2_Y, 6490810]
[contact-info, [310.0, 204.0, 1846.0, 52.5], gGQyDdT2_Y, 6490810]
[contact-info, [310.0, 256.5, 1846.0, 52.5], gGQyDdT2_Y, 6490810]
[contact-info, [310.0, 309.0, 1846.0, 52.5], gGQyDdT2_Y, 6490810]
[contact-info, [310.0, 361.5, 1846.0, 52.5], gGQyDdT2_Y, 6490810]
[contact-info, [310.0, 414.0, 1846.0, 52.5], gGQyDdT2_Y, 6490810]
[headline, [674.0, 562.0, 1128.0, 52.5], IyY3Dtdnvg, 6490810]
[headline, [674.0, 614.5, 1128.0, 52.5], IyY3Dtdnvg, 6490810]
[sub-headline, [618.0, 817.0, 1249.0, 73.5], lva8vGU7B6, 6490810]
[dateline, [1041.0, 1057.0, 351.0, 52.5], dUWQEoD9zz, 6490810]
[paragraph, [183.0, 1318.0, 503.0, 52.5], mFUV76XiAU, 6490810]
[paragraph, [174.0, 1436.0, 2098.0, 52.5], cj5ZV6kcmF, 6490810]
[paragraph, [174.0, 1488.5, 2098.0, 52.5], cj5ZV6kcmF, 6490810]
[paragraph, [174.0, 1541.0, 2098.0, 52.5], cj5ZV6kcmF, 6490810]
[paragraph, [174.0, 1593.5, 2098.0, 52.5], cj5ZV6kcmF, 6490810]
[paragraph, [174.0, 1646.0, 2098.0, 52.5], cj5ZV6kcmF, 6490810]
[paragraph, [174.0, 1698.5, 2098.0, 52.5], cj5ZV6kcmF, 6490810]
[paragraph, [161.0, 1803.0, 2129.0, 52.5], BoRZ3oHYGv, 6490810]
[paragraph, [161.0, 1855.5, 2129.0, 52.5], BoRZ3oHYGv, 6490810]
[paragraph, [161.0, 1908.0, 2129.0, 52.5], BoRZ3oHYGv, 6490810]
[paragraph, [161.0, 1960.5, 2129.0, 52.5], BoRZ3oHYGv, 6490810]
[paragraph, [161.0, 2013.0, 2129.0, 52.5], BoRZ3oHYGv, 6490810]
[paragraph, [161.0, 2065.5, 2129.0, 52.5], BoRZ3oHYGv, 6490810]
[paragraph, [198.0, 2176.0, 2163.0, 52.5], wsrTglL5RO, 6490810]
[paragraph, [198.0, 2228.5, 2163.0, 52.5], wsrTglL5RO, 6490810]
[paragraph, [198.0, 2281.0, 2163.0, 52.5], wsrTglL5RO, 6490810]
[paragraph, [198.0, 2333.5, 2163.0, 52.5], wsrTglL5RO, 6490810]
[paragraph, [198.0, 2386.0, 2163.0, 52.5], wsrTglL5RO, 6490810]
[contact-info, [1775.0, 2764.0, 512.0, 52.5], 0EHli4kjdx, 6490810]
[contact-info, [1775.0, 2816.5, 512.0, 52.5], 0EHli4kjdx, 6490810]
[contact-info, [1756.0, 3243.0, 506.0, 52.5], 626r87y7M7, 6490810]
[contact-info, [1756.0, 3295.5, 506.0, 52.5], 626r87y7M7, 6490810]
