[1492, 1000]
[folio, [421.0, 148.0, 176.0, 18.0], _LKmbK55rR, 5720618]
[folio, [421.0, 166.0, 176.0, 18.0], _LKmbK55rR, 5720618]
[paragraph, [131.0, 201.0, 740.0, 18.0], shoonya_0sD1C7M0BUFO72, 5720618]
[paragraph, [131.0, 219.0, 740.0, 18.0], shoonya_0sD1C7M0BUFO72, 5720618]
[paragraph, [131.0, 237.0, 740.0, 18.0], shoonya_0sD1C7M0BUFO72, 5720618]
[paragraph, [131.0, 255.0, 740.0, 18.0], shoonya_0sD1C7M0BUFO72, 5720618]
[paragraph, [131.0, 273.0, 740.0, 18.0], shoonya_0sD1C7M0BUFO72, 5720618]
[paragraph, [131.0, 291.0, 740.0, 18.0], shoonya_0sD1C7M0BUFO72, 5720618]
[paragraph, [131.0, 309.0, 740.0, 18.0], shoonya_0sD1C7M0BUFO72, 5720618]
[paragraph, [131.0, 327.0, 740.0, 18.0], shoonya_0sD1C7M0BUFO72, 5720618]
[paragraph, [144.0, 364.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 382.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 400.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 418.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 436.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 454.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 472.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 490.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 508.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 526.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 544.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 562.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 580.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 598.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 616.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 634.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 652.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 670.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 688.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 706.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [144.0, 724.0, 732.0, 18.0], 6-wXmG5mBN, 5720618]
[paragraph, [152.0, 757.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 775.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 793.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 811.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 829.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 847.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 865.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 883.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 901.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 919.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 937.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 955.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 973.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 991.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 1009.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 1027.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 1045.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 1063.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 1081.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 1099.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 1117.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [152.0, 1135.0, 728.0, 18.0], jq2XclPxTG, 5720618]
[paragraph, [145.0, 1158.0, 736.0, 18.0], 18TFr9UiQZ, 5720618]
[paragraph, [145.0, 1176.0, 736.0, 18.0], 18TFr9UiQZ, 5720618]
[paragraph, [145.0, 1194.0, 736.0, 18.0], 18TFr9UiQZ, 5720618]
[paragraph, [145.0, 1212.0, 736.0, 18.0], 18TFr9UiQZ, 5720618]
[paragraph, [145.0, 1230.0, 736.0, 18.0], 18TFr9UiQZ, 5720618]
[paragraph, [145.0, 1248.0, 736.0, 18.0], 18TFr9UiQZ, 5720618]
[paragraph, [145.0, 1266.0, 736.0, 18.0], 18TFr9UiQZ, 5720618]
[paragraph, [145.0, 1284.0, 736.0, 18.0], 18TFr9UiQZ, 5720618]
