[1818, 1374]
[folio, [611.0, 106.0, 142.0, 36.0], shoonya_0sJLT4GR1VEJFR, 5682337]
[paragraph, [109.0, 177.0, 561.0, 36.0], shoonya_3sKJ5IPTEOVJY1, 5682337]
[paragraph, [109.0, 213.0, 561.0, 36.0], shoonya_3sKJ5IPTEOVJY1, 5682337]
[paragraph, [690.0, 181.0, 563.0, 36.0], jmZxkWk6Rv, 5682337]
[paragraph, [690.0, 217.0, 563.0, 36.0], jmZxkWk6Rv, 5682337]
[paragraph, [690.0, 253.0, 563.0, 36.0], jmZxkWk6Rv, 5682337]
[paragraph, [690.0, 289.0, 563.0, 36.0], jmZxkWk6Rv, 5682337]
[paragraph, [690.0, 325.0, 563.0, 36.0], jmZxkWk6Rv, 5682337]
[paragraph, [690.0, 361.0, 563.0, 36.0], jmZxkWk6Rv, 5682337]
[paragraph, [108.0, 267.0, 563.0, 36.0], EOeCzVVQ2U, 5682337]
[paragraph, [108.0, 303.0, 563.0, 36.0], EOeCzVVQ2U, 5682337]
[paragraph, [104.0, 351.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 387.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 423.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 459.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 495.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 531.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 567.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 603.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 639.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 675.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 711.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 747.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 783.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 819.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 855.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 891.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 927.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 963.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 999.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1035.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1071.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1107.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1143.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1179.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1215.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1251.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1287.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1323.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1359.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1395.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1431.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [104.0, 1467.0, 570.0, 36.0], YBU0In-_ow, 5682337]
[paragraph, [692.0, 468.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [692.0, 504.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [692.0, 540.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [692.0, 576.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [692.0, 612.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [692.0, 648.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [692.0, 684.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [692.0, 720.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [692.0, 756.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [692.0, 792.0, 568.0, 36.0], DJWcgx4wRn, 5682337]
[paragraph, [695.0, 882.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 918.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 954.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 990.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 1026.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 1062.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 1098.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 1134.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 1170.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 1206.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 1242.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [695.0, 1278.0, 568.0, 36.0], NfXUSsVRK9, 5682337]
[paragraph, [700.0, 1448.0, 571.0, 36.0], nvtrEbZqdB, 5682337]
[paragraph, [700.0, 1484.0, 571.0, 36.0], nvtrEbZqdB, 5682337]
[paragraph, [700.0, 1520.0, 571.0, 36.0], nvtrEbZqdB, 5682337]
[paragraph, [700.0, 1556.0, 571.0, 36.0], nvtrEbZqdB, 5682337]
[paragraph, [700.0, 1592.0, 571.0, 36.0], nvtrEbZqdB, 5682337]
[paragraph, [700.0, 1628.0, 571.0, 36.0], nvtrEbZqdB, 5682337]
[paragraph, [700.0, 1664.0, 571.0, 36.0], nvtrEbZqdB, 5682337]
[paragraph, [109.0, 1546.0, 570.0, 36.0], JmBL_05-L9, 5682337]
