[1806, 1262]
[paragraph, [103.0, 163.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 199.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 235.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 271.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 307.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 343.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 379.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 415.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 451.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 487.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 523.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 559.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 595.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 631.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 667.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 703.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [103.0, 739.0, 1053.0, 36.0], shoonya_0sKHJKQ91YKQHP, 5680834]
[paragraph, [108.0, 813.0, 1043.0, 36.0], shoonya_2s68P9C5FS6091, 5680834]
[paragraph, [108.0, 849.0, 1043.0, 36.0], shoonya_2s68P9C5FS6091, 5680834]
[paragraph, [108.0, 885.0, 1043.0, 36.0], shoonya_2s68P9C5FS6091, 5680834]
[paragraph, [108.0, 921.0, 1043.0, 36.0], shoonya_2s68P9C5FS6091, 5680834]
[paragraph, [108.0, 957.0, 1043.0, 36.0], shoonya_2s68P9C5FS6091, 5680834]
[paragraph, [108.0, 993.0, 1043.0, 36.0], shoonya_2s68P9C5FS6091, 5680834]
[paragraph, [108.0, 1029.0, 1043.0, 36.0], shoonya_2s68P9C5FS6091, 5680834]
[paragraph, [104.0, 1081.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1117.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1153.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1189.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1225.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1261.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1297.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1333.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1369.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1405.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [104.0, 1441.0, 1057.0, 36.0], shoonya_1sIOLRG6NNDW5F, 5680834]
[paragraph, [103.0, 1484.0, 1046.0, 36.0], g3huSrdHtE, 5680834]
[paragraph, [103.0, 1520.0, 1046.0, 36.0], g3huSrdHtE, 5680834]
[paragraph, [103.0, 1555.0, 1049.0, 36.0], snabBf7MT5, 5680834]
[paragraph, [103.0, 1591.0, 1049.0, 36.0], snabBf7MT5, 5680834]
[paragraph, [103.0, 1627.0, 1049.0, 36.0], snabBf7MT5, 5680834]
[paragraph, [103.0, 1663.0, 1049.0, 36.0], snabBf7MT5, 5680834]
