[1948, 1214]
[folio, [879.0, 178.0, 177.0, 36.0], 1a6MxX2lFZ, 5732700]
[paragraph, [149.0, 252.0, 834.0, 36.0], shoonya_2sIR08OCCSJRO6, 5732700]
[paragraph, [149.0, 288.0, 834.0, 36.0], shoonya_2sIR08OCCSJRO6, 5732700]
[paragraph, [149.0, 324.0, 834.0, 36.0], shoonya_2sIR08OCCSJRO6, 5732700]
[section-title, [192.0, 383.0, 100.0, 49.5], EE8qgey306, 5732700]
[paragraph, [147.0, 443.0, 792.0, 36.0], shoonya_1sLGDABSJHTZ8H, 5732700]
[paragraph, [147.0, 479.0, 792.0, 36.0], shoonya_1sLGDABSJHTZ8H, 5732700]
[paragraph, [147.0, 515.0, 792.0, 36.0], shoonya_1sLGDABSJHTZ8H, 5732700]
[paragraph, [147.0, 551.0, 792.0, 36.0], shoonya_1sLGDABSJHTZ8H, 5732700]
[paragraph, [147.0, 587.0, 792.0, 36.0], shoonya_1sLGDABSJHTZ8H, 5732700]
[paragraph, [134.0, 740.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 776.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 812.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 848.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 884.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 920.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 956.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 992.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1028.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1064.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1100.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1136.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1172.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1208.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1244.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1280.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1316.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1352.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1388.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1424.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1460.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [134.0, 1496.0, 890.0, 36.0], shoonya_0s23G0J76AJ0BP, 5732700]
[paragraph, [130.0, 1622.0, 771.0, 36.0], -eloqPT-Y4, 5732700]
[paragraph, [130.0, 1658.0, 771.0, 36.0], -eloqPT-Y4, 5732700]
[paragraph, [130.0, 1694.0, 771.0, 36.0], -eloqPT-Y4, 5732700]
[footnote, [163.0, 1741.0, 294.0, 36.0], 6q3I5G3Bv1, 5732700]
[folio, [501.0, 1849.0, 201.0, 36.0], inkrINM1bA, 5732700]
