[1162, 749]
[folio, [337.0, 76.0, 86.0, 18.0], shoonya_2s4HRL6RCXJKW2, 5699433]
[paragraph, [73.0, 118.0, 600.0, 18.0], Fc4Z6AkZEN, 5699433]
[paragraph, [73.0, 136.0, 600.0, 18.0], Fc4Z6AkZEN, 5699433]
[paragraph, [73.0, 154.0, 600.0, 18.0], Fc4Z6AkZEN, 5699433]
[paragraph, [73.0, 172.0, 600.0, 18.0], Fc4Z6AkZEN, 5699433]
[paragraph, [73.0, 190.0, 600.0, 18.0], Fc4Z6AkZEN, 5699433]
[paragraph, [73.0, 208.0, 600.0, 18.0], Fc4Z6AkZEN, 5699433]
[paragraph, [73.0, 226.0, 600.0, 18.0], Fc4Z6AkZEN, 5699433]
[paragraph, [68.0, 260.0, 599.0, 18.0], Aur9Km7GzQ, 5699433]
[paragraph, [68.0, 278.0, 599.0, 18.0], Aur9Km7GzQ, 5699433]
[paragraph, [68.0, 296.0, 599.0, 18.0], Aur9Km7GzQ, 5699433]
[paragraph, [75.0, 335.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 353.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 371.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 389.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 407.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 425.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 443.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 461.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 479.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 497.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 515.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 533.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 551.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 569.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 587.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 605.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 623.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 641.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 659.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 677.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 695.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 713.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 731.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 749.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 767.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 785.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 803.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 821.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 839.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 857.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 875.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 893.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 911.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 929.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 947.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [75.0, 965.0, 598.0, 18.0], shoonya_0s6XZYWELR21L8, 5699433]
[paragraph, [70.0, 992.0, 602.0, 18.0], 5fUBiU6UY8, 5699433]
[paragraph, [70.0, 1010.0, 602.0, 18.0], 5fUBiU6UY8, 5699433]
[paragraph, [70.0, 1028.0, 602.0, 18.0], 5fUBiU6UY8, 5699433]
[paragraph, [70.0, 1046.0, 602.0, 18.0], 5fUBiU6UY8, 5699433]
[paragraph, [70.0, 1064.0, 602.0, 18.0], 5fUBiU6UY8, 5699433]
