[2200, 1700]
[chapter-title, [657.0, 148.0, 262.0, 70.5], shoonya_6sAIBF15O3COZA, 5749651]
[folio, [61.0, 172.0, 72.0, 36.0], cZxHbaYOtM, 5749651]
[section-title, [502.0, 1317.0, 660.0, 52.5], shoonya_2sOQHYZY2R04KZ, 5749651]
[paragraph, [315.0, 1470.0, 1035.0, 36.0], shoonya_5sZZ7GRI7227UN, 5749651]
[paragraph, [315.0, 1506.0, 1035.0, 36.0], shoonya_5sZZ7GRI7227UN, 5749651]
[paragraph, [315.0, 1542.0, 1035.0, 36.0], shoonya_5sZZ7GRI7227UN, 5749651]
[paragraph, [315.0, 1578.0, 1035.0, 36.0], shoonya_5sZZ7GRI7227UN, 5749651]
[paragraph, [315.0, 1614.0, 1035.0, 36.0], shoonya_5sZZ7GRI7227UN, 5749651]
[paragraph, [315.0, 1650.0, 1035.0, 36.0], shoonya_5sZZ7GRI7227UN, 5749651]
[paragraph, [315.0, 1686.0, 1035.0, 36.0], shoonya_5sZZ7GRI7227UN, 5749651]
[paragraph, [317.0, 1737.0, 1038.0, 36.0], shoonya_4s6N198L8URWNB, 5749651]
[paragraph, [317.0, 1773.0, 1038.0, 36.0], shoonya_4s6N198L8URWNB, 5749651]
[paragraph, [317.0, 1809.0, 1038.0, 36.0], shoonya_4s6N198L8URWNB, 5749651]
[paragraph, [317.0, 1845.0, 1038.0, 36.0], shoonya_4s6N198L8URWNB, 5749651]
[paragraph, [317.0, 1881.0, 1038.0, 36.0], shoonya_4s6N198L8URWNB, 5749651]
[paragraph, [317.0, 1917.0, 1038.0, 36.0], shoonya_4s6N198L8URWNB, 5749651]
[paragraph, [317.0, 1953.0, 1038.0, 36.0], shoonya_4s6N198L8URWNB, 5749651]
