[1275, 1650]
[folio, [53.0, 90.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 108.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 126.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 144.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 162.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 180.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 198.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 216.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 234.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 252.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 270.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 288.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 306.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 324.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [53.0, 342.0, 761.0, 18.0], QqmDdqoPzY, 5764359]
[folio, [198.0, 123.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 141.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 159.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 177.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 195.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 213.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 231.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 249.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 267.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 285.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 303.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[folio, [198.0, 321.0, 591.0, 18.0], 9v0DyeOL0M, 5764359]
[second-level-question, [841.0, 175.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 193.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 211.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 229.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 247.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 265.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 283.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 301.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 319.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 337.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 355.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 373.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 391.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 409.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 427.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[second-level-question, [841.0, 445.0, 610.0, 18.0], 8f0VUb9S3K, 5764359]
[sidebar, [80.0, 340.0, 195.0, 18.0], N3EndXLume, 5764359]
[sidebar, [80.0, 358.0, 195.0, 18.0], N3EndXLume, 5764359]
[sidebar, [451.0, 344.0, 340.0, 18.0], fj4pzvdzfF, 5764359]
[sidebar, [451.0, 362.0, 340.0, 18.0], fj4pzvdzfF, 5764359]
[section-title, [373.0, 379.0, 132.0, 30.0], 1q1EuLr5OU, 5764359]
[sidebar, [662.0, 400.0, 156.0, 18.0], q48O0BccDz, 5764359]
[sidebar, [662.0, 418.0, 156.0, 18.0], q48O0BccDz, 5764359]
[sidebar, [662.0, 436.0, 156.0, 18.0], q48O0BccDz, 5764359]
[second-level-question, [72.0, 462.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 480.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 498.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 516.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 534.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 552.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 570.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 588.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 606.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 624.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 642.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 660.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 678.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 696.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 714.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 732.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 750.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 768.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 786.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 804.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 822.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 840.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 858.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[second-level-question, [72.0, 876.0, 728.0, 18.0], t9ix4r34F1, 5764359]
[section-title, [1161.0, 476.0, 105.0, 30.0], ATwKNx7Nlt, 5764359]
