[792, 612]
[paragraph, [60.0, 51.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 69.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 87.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 105.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 123.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 141.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 159.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 177.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 195.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 213.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 231.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 249.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 267.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 285.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 303.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 321.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 339.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 357.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 375.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 393.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 411.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 429.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 447.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [60.0, 465.0, 161.0, 18.0], shoonya_1sVZGUKPX276OK, 6514743]
[paragraph, [225.0, 53.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 71.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 89.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 107.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 125.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 143.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 161.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 179.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 197.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 215.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 233.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 251.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 269.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 287.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 305.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 323.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 341.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 359.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 377.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 395.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 413.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 431.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 449.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 467.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 485.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 503.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 521.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 539.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 557.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 575.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 593.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [225.0, 611.0, 162.0, 18.0], shoonya_2sFPDXBOOLN35E, 6514743]
[paragraph, [391.0, 70.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 88.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 106.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 124.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 142.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 160.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 178.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
[paragraph, [391.0, 196.0, 159.0, 18.0], shoonya_0s68N98I4KAH4Z, 6514743]
