[842, 596]
[headline, [152.0, 85.0, 297.0, 25.5], shoonya_2sGMD2Z8O58RFM, 5770981]
[headline, [152.0, 110.5, 297.0, 25.5], shoonya_2sGMD2Z8O58RFM, 5770981]
[headline, [152.0, 136.0, 297.0, 25.5], shoonya_2sGMD2Z8O58RFM, 5770981]
[folio, [151.0, 176.0, 288.0, 18.0], 5gRY4ZsnV1, 5770981]
[folio, [151.0, 194.0, 288.0, 18.0], 5gRY4ZsnV1, 5770981]
[sub-headline, [99.0, 228.0, 313.0, 25.5], WZsVVtf2PU, 5770981]
[ordered-list, [89.0, 268.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 286.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 304.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 322.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 340.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 358.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 376.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 394.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 412.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 430.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 448.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 466.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 484.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 502.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 520.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 538.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 556.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 574.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 592.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 610.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 628.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 646.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 664.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 682.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 700.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 718.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 736.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 754.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 772.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 790.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
[ordered-list, [89.0, 808.0, 425.0, 18.0], shoonya_0s4KTCPDH5USFH, 5770981]
