[1290, 896]
[chapter-title, [379.0, 59.0, 237.0, 30.0], shoonya_0sGMUTNRLY7N5O, 5776102]
[paragraph, [178.0, 111.0, 647.0, 18.0], cvJprWZ2u7, 5776102]
[paragraph, [178.0, 129.0, 647.0, 18.0], cvJprWZ2u7, 5776102]
[paragraph, [178.0, 147.0, 647.0, 18.0], cvJprWZ2u7, 5776102]
[paragraph, [178.0, 165.0, 647.0, 18.0], cvJprWZ2u7, 5776102]
[paragraph, [181.0, 187.0, 644.0, 18.0], _JMn2LKV6-, 5776102]
[paragraph, [181.0, 205.0, 644.0, 18.0], _JMn2LKV6-, 5776102]
[paragraph, [185.0, 234.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 252.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 270.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 288.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 306.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 324.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 342.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 360.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 378.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 396.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 414.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 432.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 450.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 468.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 486.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 504.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 522.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 540.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 558.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 576.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 594.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 612.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 630.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 648.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 666.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 684.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 702.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 720.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 738.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 756.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 774.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 792.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 810.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 828.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 846.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 864.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 882.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 900.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 918.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 936.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 954.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 972.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 990.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 1008.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 1026.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 1044.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 1062.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 1080.0, 647.0, 18.0], O2CcVqttOu, 5776102]
[paragraph, [185.0, 1098.0, 647.0, 18.0], O2CcVqttOu, 5776102]
