[1286, 944]
[chapter-title, [296.0, 59.0, 217.0, 30.0], shoonya_0sZG9WE2FMHN4K, 5776420]
[paragraph, [81.0, 106.0, 652.0, 18.0], KHSW_2c6kg, 5776420]
[paragraph, [81.0, 124.0, 652.0, 18.0], KHSW_2c6kg, 5776420]
[paragraph, [81.0, 142.0, 652.0, 18.0], KHSW_2c6kg, 5776420]
[paragraph, [81.0, 160.0, 652.0, 18.0], KHSW_2c6kg, 5776420]
[paragraph, [81.0, 178.0, 652.0, 18.0], KHSW_2c6kg, 5776420]
[paragraph, [81.0, 196.0, 652.0, 18.0], KHSW_2c6kg, 5776420]
[paragraph, [81.0, 214.0, 652.0, 18.0], KHSW_2c6kg, 5776420]
[paragraph, [81.0, 235.0, 650.0, 18.0], -ZpfpjAJsF, 5776420]
[paragraph, [81.0, 253.0, 650.0, 18.0], -ZpfpjAJsF, 5776420]
[paragraph, [81.0, 271.0, 650.0, 18.0], -ZpfpjAJsF, 5776420]
[paragraph, [80.0, 310.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [80.0, 328.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [80.0, 346.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [80.0, 364.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [80.0, 382.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [80.0, 400.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [80.0, 418.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [80.0, 436.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [80.0, 454.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [80.0, 472.0, 650.0, 18.0], xjhKE2QCu9, 5776420]
[paragraph, [77.0, 510.0, 651.0, 18.0], uAlKTz9dLT, 5776420]
[paragraph, [77.0, 528.0, 651.0, 18.0], uAlKTz9dLT, 5776420]
[paragraph, [77.0, 546.0, 651.0, 18.0], uAlKTz9dLT, 5776420]
[paragraph, [77.0, 564.0, 651.0, 18.0], uAlKTz9dLT, 5776420]
[paragraph, [77.0, 582.0, 651.0, 18.0], uAlKTz9dLT, 5776420]
[paragraph, [75.0, 614.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 632.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 650.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 668.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 686.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 704.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 722.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 740.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 758.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 776.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 794.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 812.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 830.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 848.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 866.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 884.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [75.0, 902.0, 656.0, 18.0], 5RvhzTIzZv, 5776420]
[paragraph, [76.0, 928.0, 658.0, 18.0], KQWWsBSc-Q, 5776420]
[paragraph, [76.0, 946.0, 658.0, 18.0], KQWWsBSc-Q, 5776420]
[paragraph, [76.0, 964.0, 658.0, 18.0], KQWWsBSc-Q, 5776420]
[paragraph, [76.0, 982.0, 658.0, 18.0], KQWWsBSc-Q, 5776420]
[paragraph, [76.0, 1009.0, 663.0, 18.0], VpsUOY75xx, 5776420]
[paragraph, [76.0, 1027.0, 663.0, 18.0], VpsUOY75xx, 5776420]
[paragraph, [76.0, 1045.0, 663.0, 18.0], VpsUOY75xx, 5776420]
[paragraph, [76.0, 1063.0, 663.0, 18.0], VpsUOY75xx, 5776420]
[paragraph, [76.0, 1081.0, 663.0, 18.0], VpsUOY75xx, 5776420]
