[1945, 1492]
[chapter-title, [525.0, 128.0, 455.0, 58.5], vOOyVfBSaS, 5749295]
[paragraph, [226.0, 239.0, 1046.0, 36.0], shoonya_0sCRMXEEEPI8T5, 5749295]
[paragraph, [226.0, 275.0, 1046.0, 36.0], shoonya_0sCRMXEEEPI8T5, 5749295]
[paragraph, [226.0, 311.0, 1046.0, 36.0], shoonya_0sCRMXEEEPI8T5, 5749295]
[paragraph, [226.0, 347.0, 1046.0, 36.0], shoonya_0sCRMXEEEPI8T5, 5749295]
[paragraph, [226.0, 383.0, 1046.0, 36.0], shoonya_0sCRMXEEEPI8T5, 5749295]
[paragraph, [226.0, 419.0, 1046.0, 36.0], shoonya_0sCRMXEEEPI8T5, 5749295]
[paragraph, [226.0, 455.0, 1046.0, 36.0], shoonya_0sCRMXEEEPI8T5, 5749295]
[paragraph, [226.0, 491.0, 1046.0, 36.0], shoonya_0sCRMXEEEPI8T5, 5749295]
[paragraph, [233.0, 556.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 592.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 628.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 664.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 700.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 736.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 772.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 808.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 844.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 880.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 916.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 952.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [233.0, 988.0, 1041.0, 36.0], shoonya_3s5VHKQJHIKSDQ, 5749295]
[paragraph, [227.0, 1055.0, 1049.0, 36.0], shoonya_5sEHC0HJ0PURY6, 5749295]
[paragraph, [227.0, 1091.0, 1049.0, 36.0], shoonya_5sEHC0HJ0PURY6, 5749295]
[paragraph, [227.0, 1127.0, 1049.0, 36.0], shoonya_5sEHC0HJ0PURY6, 5749295]
[paragraph, [275.0, 1191.0, 999.0, 36.0], shoonya_1sEQQ2D3CJ521B, 5749295]
[paragraph, [231.0, 1236.0, 1042.0, 36.0], u9SZ16Xl9D, 5749295]
[paragraph, [231.0, 1272.0, 1042.0, 36.0], u9SZ16Xl9D, 5749295]
[paragraph, [231.0, 1308.0, 1042.0, 36.0], u9SZ16Xl9D, 5749295]
[paragraph, [231.0, 1373.0, 1042.0, 36.0], 3sectJDB1K, 5749295]
[paragraph, [231.0, 1409.0, 1042.0, 36.0], 3sectJDB1K, 5749295]
[paragraph, [231.0, 1445.0, 1042.0, 36.0], 3sectJDB1K, 5749295]
[paragraph, [231.0, 1481.0, 1042.0, 36.0], 3sectJDB1K, 5749295]
[paragraph, [231.0, 1517.0, 1042.0, 36.0], 3sectJDB1K, 5749295]
[paragraph, [231.0, 1553.0, 1042.0, 36.0], 3sectJDB1K, 5749295]
[paragraph, [231.0, 1589.0, 1042.0, 36.0], 3sectJDB1K, 5749295]
