[975, 575]
[chapter-title, [53.0, 46.0, 416.0, 30.0], SWUjxcDgie, 5776383]
[paragraph, [9.0, 74.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 92.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 110.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 128.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 146.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 164.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 182.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 200.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 218.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 236.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 254.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 272.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 290.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 308.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 326.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 344.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 362.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 380.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 398.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 416.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 434.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 452.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 470.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 488.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 506.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 524.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 542.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 560.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 578.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 596.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 614.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 632.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 650.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 668.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 686.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 704.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 722.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 740.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 758.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 776.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [9.0, 794.0, 541.0, 18.0], shoonya_0sTJQSEXWHZWZT, 5776383]
[paragraph, [43.0, 800.0, 509.0, 18.0], shoonya_1sZ9BPDDLE6371, 5776383]
[paragraph, [43.0, 818.0, 509.0, 18.0], shoonya_1sZ9BPDDLE6371, 5776383]
[paragraph, [43.0, 836.0, 509.0, 18.0], shoonya_1sZ9BPDDLE6371, 5776383]
[paragraph, [43.0, 854.0, 509.0, 18.0], shoonya_1sZ9BPDDLE6371, 5776383]
[paragraph, [43.0, 872.0, 509.0, 18.0], shoonya_1sZ9BPDDLE6371, 5776383]
[paragraph, [43.0, 890.0, 509.0, 18.0], shoonya_1sZ9BPDDLE6371, 5776383]
