[2337, 1728]
[paragraph, [457.0, 198.0, 1095.0, 36.0], i2zAouRwXU, 5734141]
[unordered-list, [367.0, 283.0, 1186.0, 36.0], shoonya_4s5B9E5ZGK1ZT0, 5734141]
[unordered-list, [367.0, 319.0, 1186.0, 36.0], shoonya_4s5B9E5ZGK1ZT0, 5734141]
[unordered-list, [367.0, 355.0, 1186.0, 36.0], shoonya_4s5B9E5ZGK1ZT0, 5734141]
[unordered-list, [367.0, 391.0, 1186.0, 36.0], shoonya_4s5B9E5ZGK1ZT0, 5734141]
[unordered-list, [367.0, 427.0, 1186.0, 36.0], shoonya_4s5B9E5ZGK1ZT0, 5734141]
[paragraph, [369.0, 505.0, 1175.0, 36.0], shoonya_5sL7AETHD7KM2P, 5734141]
[paragraph, [369.0, 541.0, 1175.0, 36.0], shoonya_5sL7AETHD7KM2P, 5734141]
[paragraph, [369.0, 577.0, 1175.0, 36.0], shoonya_5sL7AETHD7KM2P, 5734141]
[paragraph, [364.0, 662.0, 1184.0, 36.0], shoonya_1sDJ0YTCJMC2PI, 5734141]
[paragraph, [364.0, 698.0, 1184.0, 36.0], shoonya_1sDJ0YTCJMC2PI, 5734141]
[paragraph, [364.0, 734.0, 1184.0, 36.0], shoonya_1sDJ0YTCJMC2PI, 5734141]
[paragraph, [364.0, 770.0, 1184.0, 36.0], shoonya_1sDJ0YTCJMC2PI, 5734141]
[paragraph, [364.0, 806.0, 1184.0, 36.0], shoonya_1sDJ0YTCJMC2PI, 5734141]
[paragraph, [364.0, 842.0, 1184.0, 36.0], shoonya_1sDJ0YTCJMC2PI, 5734141]
[paragraph, [364.0, 878.0, 1184.0, 36.0], shoonya_1sDJ0YTCJMC2PI, 5734141]
[paragraph, [364.0, 914.0, 1184.0, 36.0], shoonya_1sDJ0YTCJMC2PI, 5734141]
[paragraph, [364.0, 1000.0, 1187.0, 36.0], shoonya_3s4FPOAZNEYG08, 5734141]
[paragraph, [364.0, 1036.0, 1187.0, 36.0], shoonya_3s4FPOAZNEYG08, 5734141]
[paragraph, [364.0, 1072.0, 1187.0, 36.0], shoonya_3s4FPOAZNEYG08, 5734141]
[paragraph, [364.0, 1108.0, 1187.0, 36.0], shoonya_3s4FPOAZNEYG08, 5734141]
[paragraph, [368.0, 1213.0, 1176.0, 36.0], shoonya_7s9324HNRUYGHD, 5734141]
[paragraph, [368.0, 1249.0, 1176.0, 36.0], shoonya_7s9324HNRUYGHD, 5734141]
[paragraph, [368.0, 1285.0, 1176.0, 36.0], shoonya_7s9324HNRUYGHD, 5734141]
[paragraph, [351.0, 1346.0, 494.0, 36.0], shoonya_6sL8T9ADLCHD5O, 5734141]
[paragraph, [349.0, 1417.0, 1115.0, 36.0], Ml_FWd5pYx, 5734141]
[paragraph, [351.0, 1519.0, 478.0, 36.0], 7ahRLTHi1x, 5734141]
[paragraph, [361.0, 1611.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
[paragraph, [361.0, 1647.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
[paragraph, [361.0, 1683.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
[paragraph, [361.0, 1719.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
[paragraph, [361.0, 1755.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
[paragraph, [361.0, 1791.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
[paragraph, [361.0, 1827.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
[paragraph, [361.0, 1863.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
[paragraph, [361.0, 1899.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
[paragraph, [361.0, 1935.0, 1187.0, 36.0], shoonya_0sN09OCU8MQMAS, 5734141]
