[1298, 853]
[section-title, [280.0, 70.0, 286.0, 30.0], CmzLnlTB2p, 5709793]
[sub-section-title, [284.0, 119.0, 284.0, 25.5], DX6DmUoJuz, 5709793]
[paragraph, [57.0, 203.0, 742.0, 18.0], shoonya_0sBA6WUIGXF4IB, 5709793]
[paragraph, [57.0, 221.0, 742.0, 18.0], shoonya_0sBA6WUIGXF4IB, 5709793]
[paragraph, [57.0, 239.0, 742.0, 18.0], shoonya_0sBA6WUIGXF4IB, 5709793]
[paragraph, [57.0, 257.0, 742.0, 18.0], shoonya_0sBA6WUIGXF4IB, 5709793]
[paragraph, [57.0, 275.0, 742.0, 18.0], shoonya_0sBA6WUIGXF4IB, 5709793]
[paragraph, [57.0, 293.0, 742.0, 18.0], shoonya_0sBA6WUIGXF4IB, 5709793]
[paragraph, [57.0, 311.0, 742.0, 18.0], shoonya_0sBA6WUIGXF4IB, 5709793]
[paragraph, [57.0, 329.0, 742.0, 18.0], shoonya_0sBA6WUIGXF4IB, 5709793]
[paragraph, [57.0, 347.0, 742.0, 18.0], shoonya_0sBA6WUIGXF4IB, 5709793]
[paragraph, [57.0, 367.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 385.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 403.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 421.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 439.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 457.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 475.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 493.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 511.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 529.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 547.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 565.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 583.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 601.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 619.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 637.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 655.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 673.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 691.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 709.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
[paragraph, [57.0, 727.0, 747.0, 18.0], shoonya_1sALUH5SHOQDR8, 5709793]
