[679, 512]
[headline, [135.0, 43.0, 240.0, 25.5], shoonya_42sK4C1R5DPA8L, 6496508]
[ordered-list, [35.0, 79.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 97.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 115.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 133.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 151.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 169.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 187.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 205.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 223.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 241.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 259.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 277.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 295.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 313.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 331.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 349.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 367.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 385.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 403.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 421.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 439.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 457.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 475.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 493.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 511.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 529.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 547.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 565.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[ordered-list, [35.0, 583.0, 375.0, 18.0], INWwUhMuG0, 6496508]
[sub-ordered-list, [103.0, 102.0, 266.0, 18.0], shoonya_36sX3N9RASSH3P, 6496508]
[sub-ordered-list, [103.0, 120.0, 266.0, 18.0], shoonya_36sX3N9RASSH3P, 6496508]
[sub-ordered-list, [103.0, 138.0, 266.0, 18.0], shoonya_36sX3N9RASSH3P, 6496508]
[sub-ordered-list, [96.0, 184.0, 284.0, 18.0], 8VOs61sTe0, 6496508]
[sub-ordered-list, [96.0, 202.0, 284.0, 18.0], 8VOs61sTe0, 6496508]
[sub-ordered-list, [96.0, 220.0, 284.0, 18.0], 8VOs61sTe0, 6496508]
[sub-ordered-list, [104.0, 262.0, 241.0, 18.0], iPjEChy2No, 6496508]
[sub-ordered-list, [104.0, 280.0, 241.0, 18.0], iPjEChy2No, 6496508]
[sub-ordered-list, [104.0, 298.0, 241.0, 18.0], iPjEChy2No, 6496508]
[sub-ordered-list, [78.0, 343.0, 270.0, 18.0], TXHoIO2R59, 6496508]
[sub-ordered-list, [78.0, 361.0, 270.0, 18.0], TXHoIO2R59, 6496508]
[sub-ordered-list, [78.0, 379.0, 270.0, 18.0], TXHoIO2R59, 6496508]
[sub-ordered-list, [93.0, 409.0, 227.0, 18.0], Cfx2OwSYQ0, 6496508]
[sub-ordered-list, [93.0, 427.0, 227.0, 18.0], Cfx2OwSYQ0, 6496508]
[sub-ordered-list, [99.0, 462.0, 206.0, 18.0], Ss3AViJ1wm, 6496508]
[sub-ordered-list, [99.0, 480.0, 206.0, 18.0], Ss3AViJ1wm, 6496508]
[sub-ordered-list, [102.0, 513.0, 199.0, 18.0], cRVIp5kNOH, 6496508]
[sub-ordered-list, [102.0, 531.0, 199.0, 18.0], cRVIp5kNOH, 6496508]
[sub-ordered-list, [102.0, 549.0, 199.0, 18.0], cRVIp5kNOH, 6496508]
[folio, [153.0, 615.0, 158.0, 18.0], q9gQXAXK5Z, 6496508]
