[1269, 884]
[chapter-title, [392.0, 54.0, 177.0, 30.0], shoonya_8sGP8D3AHXR3LZ, 5776185]
[paragraph, [164.0, 93.0, 635.0, 18.0], shoonya_5s08A4HLVNSMSV, 5776185]
[paragraph, [164.0, 111.0, 635.0, 18.0], shoonya_5s08A4HLVNSMSV, 5776185]
[paragraph, [163.0, 144.0, 635.0, 18.0], shoonya_3s0HL4PGWH34CF, 5776185]
[paragraph, [163.0, 162.0, 635.0, 18.0], shoonya_3s0HL4PGWH34CF, 5776185]
[paragraph, [163.0, 180.0, 635.0, 18.0], shoonya_3s0HL4PGWH34CF, 5776185]
[paragraph, [163.0, 198.0, 635.0, 18.0], shoonya_3s0HL4PGWH34CF, 5776185]
[paragraph, [163.0, 216.0, 635.0, 18.0], shoonya_3s0HL4PGWH34CF, 5776185]
[paragraph, [164.0, 245.0, 635.0, 18.0], shoonya_2sUGVK8J18UGTQ, 5776185]
[paragraph, [164.0, 263.0, 635.0, 18.0], shoonya_2sUGVK8J18UGTQ, 5776185]
[paragraph, [164.0, 296.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 314.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 332.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 350.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 368.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 386.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 404.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 422.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 440.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 458.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 476.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 494.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 512.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 530.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 548.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 566.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 584.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 602.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [164.0, 620.0, 636.0, 18.0], shoonya_0sUOSPALVWEBL3, 5776185]
[paragraph, [167.0, 648.0, 635.0, 18.0], shoonya_4sNLS6KRX7RC25, 5776185]
[paragraph, [167.0, 666.0, 635.0, 18.0], shoonya_4sNLS6KRX7RC25, 5776185]
[paragraph, [167.0, 684.0, 635.0, 18.0], shoonya_4sNLS6KRX7RC25, 5776185]
[paragraph, [167.0, 702.0, 635.0, 18.0], shoonya_4sNLS6KRX7RC25, 5776185]
[paragraph, [167.0, 720.0, 635.0, 18.0], shoonya_4sNLS6KRX7RC25, 5776185]
[paragraph, [165.0, 752.0, 633.0, 18.0], shoonya_6sMJT53VKH3V1L, 5776185]
[paragraph, [165.0, 770.0, 633.0, 18.0], shoonya_6sMJT53VKH3V1L, 5776185]
[paragraph, [165.0, 788.0, 633.0, 18.0], shoonya_6sMJT53VKH3V1L, 5776185]
[paragraph, [165.0, 806.0, 633.0, 18.0], shoonya_6sMJT53VKH3V1L, 5776185]
[paragraph, [168.0, 825.0, 635.0, 18.0], shoonya_11s8KRY6IIUIAQ, 5776185]
[paragraph, [168.0, 843.0, 635.0, 18.0], shoonya_11s8KRY6IIUIAQ, 5776185]
[paragraph, [168.0, 861.0, 635.0, 18.0], shoonya_11s8KRY6IIUIAQ, 5776185]
[paragraph, [168.0, 879.0, 635.0, 18.0], shoonya_11s8KRY6IIUIAQ, 5776185]
[paragraph, [170.0, 901.0, 632.0, 18.0], shoonya_7sXRTHEIQVD2VA, 5776185]
[paragraph, [170.0, 919.0, 632.0, 18.0], shoonya_7sXRTHEIQVD2VA, 5776185]
[paragraph, [184.0, 951.0, 539.0, 18.0], shoonya_9s17L44T8VU0IU, 5776185]
[paragraph, [170.0, 977.0, 632.0, 18.0], shoonya_1s646ZNTRKG7RZ, 5776185]
[paragraph, [170.0, 995.0, 632.0, 18.0], shoonya_1s646ZNTRKG7RZ, 5776185]
[paragraph, [170.0, 1013.0, 632.0, 18.0], shoonya_1s646ZNTRKG7RZ, 5776185]
[paragraph, [170.0, 1031.0, 632.0, 18.0], shoonya_1s646ZNTRKG7RZ, 5776185]
[paragraph, [170.0, 1049.0, 632.0, 18.0], shoonya_1s646ZNTRKG7RZ, 5776185]
[paragraph, [170.0, 1067.0, 632.0, 18.0], shoonya_1s646ZNTRKG7RZ, 5776185]
[paragraph, [170.0, 1085.0, 632.0, 18.0], shoonya_1s646ZNTRKG7RZ, 5776185]
