[1763, 1275]
[section-title, [356.0, 216.0, 520.0, 49.5], FYF9W-D3gb, 5712884]
[figure-caption, [413.0, 625.0, 405.0, 36.0], -5TdFT6eGN, 5712884]
[figure-caption, [413.0, 661.0, 405.0, 36.0], -5TdFT6eGN, 5712884]
[folio, [456.0, 766.0, 378.0, 36.0], O7WrIib6Ol, 5712884]
[folio, [456.0, 802.0, 378.0, 36.0], O7WrIib6Ol, 5712884]
[folio, [456.0, 838.0, 378.0, 36.0], O7WrIib6Ol, 5712884]
[folio, [456.0, 874.0, 378.0, 36.0], O7WrIib6Ol, 5712884]
[folio, [456.0, 910.0, 378.0, 36.0], O7WrIib6Ol, 5712884]
[folio, [442.0, 952.0, 420.0, 36.0], Sy6-c4n6DR, 5712884]
[folio, [442.0, 988.0, 420.0, 36.0], Sy6-c4n6DR, 5712884]
[contact-info, [248.0, 1280.0, 716.0, 36.0], L1rgoPR8ui, 5712884]
[contact-info, [248.0, 1316.0, 716.0, 36.0], L1rgoPR8ui, 5712884]
[contact-info, [248.0, 1352.0, 716.0, 36.0], L1rgoPR8ui, 5712884]
[contact-info, [248.0, 1388.0, 716.0, 36.0], L1rgoPR8ui, 5712884]
[contact-info, [248.0, 1424.0, 716.0, 36.0], L1rgoPR8ui, 5712884]
[contact-info, [248.0, 1460.0, 716.0, 36.0], L1rgoPR8ui, 5712884]
[website-link, [407.0, 1492.0, 394.0, 18.0], NGF643FnoR, 5712884]
[folio, [263.0, 1529.0, 702.0, 36.0], Jz2RgQdshb, 5712884]
[folio, [263.0, 1565.0, 702.0, 36.0], Jz2RgQdshb, 5712884]
[folio, [263.0, 1601.0, 702.0, 36.0], Jz2RgQdshb, 5712884]
[folio, [432.0, 1541.0, 358.0, 36.0], NVTuvgulV4, 5712884]
