[1238, 765]
[headline, [269.0, 67.0, 287.0, 25.5], yfrLwe5ivH, 5770754]
[jumpline, [150.0, 121.0, 153.0, 18.0], _rGN6Esgu_, 5770754]
[paragraph, [383.0, 123.0, 298.0, 18.0], -4p-X4s68N, 5770754]
[paragraph, [383.0, 141.0, 298.0, 18.0], -4p-X4s68N, 5770754]
[paragraph, [383.0, 159.0, 298.0, 18.0], -4p-X4s68N, 5770754]
[paragraph, [383.0, 177.0, 298.0, 18.0], -4p-X4s68N, 5770754]
[paragraph, [383.0, 195.0, 298.0, 18.0], -4p-X4s68N, 5770754]
[paragraph, [84.0, 149.0, 297.0, 18.0], 5UbN89SPE0, 5770754]
[paragraph, [84.0, 167.0, 297.0, 18.0], 5UbN89SPE0, 5770754]
[paragraph, [84.0, 185.0, 297.0, 18.0], 5UbN89SPE0, 5770754]
[paragraph, [84.0, 203.0, 297.0, 18.0], 5UbN89SPE0, 5770754]
[paragraph, [84.0, 221.0, 297.0, 18.0], 5UbN89SPE0, 5770754]
[paragraph, [84.0, 239.0, 297.0, 18.0], 5UbN89SPE0, 5770754]
[paragraph, [84.0, 257.0, 297.0, 18.0], 5UbN89SPE0, 5770754]
[paragraph, [84.0, 275.0, 297.0, 18.0], 5UbN89SPE0, 5770754]
[paragraph, [384.0, 211.0, 293.0, 18.0], Js3lDHPZA9, 5770754]
[paragraph, [384.0, 229.0, 293.0, 18.0], Js3lDHPZA9, 5770754]
[paragraph, [384.0, 247.0, 293.0, 18.0], Js3lDHPZA9, 5770754]
[paragraph, [384.0, 265.0, 293.0, 18.0], Js3lDHPZA9, 5770754]
[paragraph, [384.0, 283.0, 293.0, 18.0], Js3lDHPZA9, 5770754]
[paragraph, [82.0, 290.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 308.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 326.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 344.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 362.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 380.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 398.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 416.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 434.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 452.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 470.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 488.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 506.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 524.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 542.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 560.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 578.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 596.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [82.0, 614.0, 298.0, 18.0], bheYLiMkHu, 5770754]
[paragraph, [382.0, 308.0, 294.0, 18.0], iZNfDENy76, 5770754]
[paragraph, [382.0, 326.0, 294.0, 18.0], iZNfDENy76, 5770754]
[paragraph, [384.0, 352.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 370.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 388.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 406.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 424.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 442.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 460.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 478.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 496.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 514.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 532.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 550.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 568.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 586.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 604.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 622.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 640.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 658.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 676.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 694.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [384.0, 712.0, 293.0, 18.0], pSKjKTYERu, 5770754]
[paragraph, [83.0, 638.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 656.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 674.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 692.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 710.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 728.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 746.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 764.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 782.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 800.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 818.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 836.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 854.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 872.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 890.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 908.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 926.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 944.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 962.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 980.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 998.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 1016.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 1034.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 1052.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 1070.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 1088.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [83.0, 1106.0, 296.0, 18.0], tecs9nL83a, 5770754]
[paragraph, [383.0, 725.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 743.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 761.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 779.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 797.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 815.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 833.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 851.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 869.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 887.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 905.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 923.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 941.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [383.0, 959.0, 292.0, 18.0], O8-x-BFcXO, 5770754]
[paragraph, [382.0, 978.0, 296.0, 18.0], t-CTXYyl54, 5770754]
[paragraph, [382.0, 996.0, 296.0, 18.0], t-CTXYyl54, 5770754]
[paragraph, [382.0, 1014.0, 296.0, 18.0], t-CTXYyl54, 5770754]
[paragraph, [382.0, 1032.0, 296.0, 18.0], t-CTXYyl54, 5770754]
[paragraph, [382.0, 1050.0, 296.0, 18.0], t-CTXYyl54, 5770754]
