[2806, 1983]
[paragraph, [218.0, 231.0, 1548.0, 46.5], shoonya_0s2G9VF7HIOLW8, 5681936]
[paragraph, [218.0, 277.5, 1548.0, 46.5], shoonya_0s2G9VF7HIOLW8, 5681936]
[paragraph, [218.0, 324.0, 1548.0, 46.5], shoonya_0s2G9VF7HIOLW8, 5681936]
[paragraph, [220.0, 513.0, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 559.5, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 606.0, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 652.5, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 699.0, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 745.5, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 792.0, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 838.5, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 885.0, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 931.5, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 978.0, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 1024.5, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 1071.0, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [220.0, 1117.5, 1551.0, 46.5], shoonya_1sE9156ROSJYNZ, 5681936]
[paragraph, [210.0, 1308.0, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1354.5, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1401.0, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1447.5, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1494.0, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1540.5, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1587.0, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1633.5, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1680.0, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1726.5, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1773.0, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1819.5, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1866.0, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1912.5, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 1959.0, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [210.0, 2005.5, 1551.0, 46.5], NJfG6pCgJY, 5681936]
[paragraph, [225.0, 2168.0, 1531.0, 46.5], 7D7lK6TP3m, 5681936]
[paragraph, [225.0, 2214.5, 1531.0, 46.5], 7D7lK6TP3m, 5681936]
[paragraph, [225.0, 2261.0, 1531.0, 46.5], 7D7lK6TP3m, 5681936]
