[2337, 1642]
[paragraph, [121.0, 143.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 179.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 215.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 251.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 287.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 323.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 359.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 395.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 431.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 467.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 503.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 539.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 575.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 611.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 647.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 683.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 719.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 755.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 791.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 827.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 863.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 899.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 935.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 971.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1007.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1043.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1079.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1115.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1151.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1187.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1223.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1259.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1295.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1331.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1367.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1403.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1439.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1475.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1511.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1547.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1583.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1619.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1655.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1691.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1727.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1763.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1799.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [121.0, 1835.0, 1401.0, 36.0], -aaDEFPana, 5752263]
[paragraph, [117.0, 1905.0, 1397.0, 36.0], JoZSkVoahB, 5752263]
[paragraph, [117.0, 1941.0, 1397.0, 36.0], JoZSkVoahB, 5752263]
[paragraph, [117.0, 1977.0, 1397.0, 36.0], JoZSkVoahB, 5752263]
[paragraph, [117.0, 2013.0, 1397.0, 36.0], JoZSkVoahB, 5752263]
[paragraph, [117.0, 2049.0, 1397.0, 36.0], JoZSkVoahB, 5752263]
[website-link, [542.0, 2256.0, 548.0, 18.0], PQKyq0GAf5, 5752263]
[website-link, [542.0, 2274.0, 548.0, 18.0], PQKyq0GAf5, 5752263]
[website-link, [542.0, 2292.0, 548.0, 18.0], PQKyq0GAf5, 5752263]
