[2230, 1704]
[section-title, [63.0, 110.0, 146.0, 52.5], sTqflcEnme, 5654654]
[headline, [234.0, 401.0, 1281.0, 67.5], shoonya_9s1X5DB17HYLS2, 5654654]
[author, [712.0, 550.0, 314.0, 36.0], shoonya_13s20FGH1ARLQX, 5654654]
[sidebar, [850.0, 655.0, 816.0, 36.0], IFh0LBQ5g6, 5654654]
[sidebar, [850.0, 691.0, 816.0, 36.0], IFh0LBQ5g6, 5654654]
[sidebar, [850.0, 727.0, 816.0, 36.0], IFh0LBQ5g6, 5654654]
[sidebar, [850.0, 763.0, 816.0, 36.0], IFh0LBQ5g6, 5654654]
[sidebar, [850.0, 799.0, 816.0, 36.0], IFh0LBQ5g6, 5654654]
[sidebar, [850.0, 835.0, 816.0, 36.0], IFh0LBQ5g6, 5654654]
[sidebar, [850.0, 871.0, 816.0, 36.0], IFh0LBQ5g6, 5654654]
[sidebar, [850.0, 907.0, 816.0, 36.0], IFh0LBQ5g6, 5654654]
[sidebar, [850.0, 943.0, 816.0, 36.0], IFh0LBQ5g6, 5654654]
[paragraph, [70.0, 658.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 694.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 730.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 766.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 802.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 838.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 874.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 910.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 946.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 982.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1018.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1054.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1090.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1126.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1162.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1198.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1234.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1270.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1306.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[paragraph, [70.0, 1342.0, 776.0, 36.0], shoonya_3s6IBKP08WNJ2C, 5654654]
[figure-caption, [1129.0, 721.0, 516.0, 36.0], shoonya_4sY6XST7OZLG3F, 5654654]
[figure-caption, [1129.0, 757.0, 516.0, 36.0], shoonya_4sY6XST7OZLG3F, 5654654]
[figure-caption, [1129.0, 793.0, 516.0, 36.0], shoonya_4sY6XST7OZLG3F, 5654654]
[figure-caption, [1129.0, 829.0, 516.0, 36.0], shoonya_4sY6XST7OZLG3F, 5654654]
[figure-caption, [1129.0, 865.0, 516.0, 36.0], shoonya_4sY6XST7OZLG3F, 5654654]
[figure-caption, [1129.0, 901.0, 516.0, 36.0], shoonya_4sY6XST7OZLG3F, 5654654]
[paragraph, [883.0, 1002.0, 775.0, 36.0], shoonya_0sHNMR2L0ASC7W, 5654654]
[paragraph, [883.0, 1038.0, 775.0, 36.0], shoonya_0sHNMR2L0ASC7W, 5654654]
[paragraph, [883.0, 1074.0, 775.0, 36.0], shoonya_0sHNMR2L0ASC7W, 5654654]
[paragraph, [883.0, 1110.0, 775.0, 36.0], shoonya_0sHNMR2L0ASC7W, 5654654]
[paragraph, [883.0, 1146.0, 775.0, 36.0], shoonya_0sHNMR2L0ASC7W, 5654654]
[paragraph, [883.0, 1182.0, 775.0, 36.0], shoonya_0sHNMR2L0ASC7W, 5654654]
[paragraph, [883.0, 1218.0, 775.0, 36.0], shoonya_0sHNMR2L0ASC7W, 5654654]
[paragraph, [883.0, 1254.0, 775.0, 36.0], shoonya_0sHNMR2L0ASC7W, 5654654]
[paragraph, [883.0, 1290.0, 775.0, 36.0], shoonya_0sHNMR2L0ASC7W, 5654654]
[paragraph, [1147.0, 1341.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1377.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1413.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1449.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1485.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1521.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1557.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1593.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1629.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1665.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1701.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1737.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1773.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1809.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1845.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [1147.0, 1881.0, 509.0, 36.0], shoonya_6sKPSGG9ZDGB6T, 5654654]
[paragraph, [72.0, 1410.0, 648.0, 36.0], bPjtQc-2xh, 5654654]
[paragraph, [72.0, 1446.0, 648.0, 36.0], bPjtQc-2xh, 5654654]
[paragraph, [72.0, 1482.0, 648.0, 36.0], bPjtQc-2xh, 5654654]
[paragraph, [77.0, 1550.0, 548.0, 36.0], shoonya_5s86ZWT7YKTU9B, 5654654]
[paragraph, [77.0, 1586.0, 548.0, 36.0], shoonya_5s86ZWT7YKTU9B, 5654654]
[paragraph, [77.0, 1622.0, 548.0, 36.0], shoonya_5s86ZWT7YKTU9B, 5654654]
[paragraph, [77.0, 1658.0, 548.0, 36.0], shoonya_5s86ZWT7YKTU9B, 5654654]
[paragraph, [77.0, 1694.0, 548.0, 36.0], shoonya_5s86ZWT7YKTU9B, 5654654]
[paragraph, [77.0, 1730.0, 548.0, 36.0], shoonya_5s86ZWT7YKTU9B, 5654654]
[paragraph, [77.0, 1766.0, 548.0, 36.0], shoonya_5s86ZWT7YKTU9B, 5654654]
[paragraph, [68.0, 1834.0, 496.0, 36.0], shoonya_16s5VHN45M19OA, 5654654]
[paragraph, [68.0, 1870.0, 496.0, 36.0], shoonya_16s5VHN45M19OA, 5654654]
[paragraph, [66.0, 1911.0, 675.0, 36.0], shoonya_15sLNSF2J6UQM3, 5654654]
[paragraph, [66.0, 1947.0, 675.0, 36.0], shoonya_15sLNSF2J6UQM3, 5654654]
[paragraph, [66.0, 1983.0, 675.0, 36.0], shoonya_15sLNSF2J6UQM3, 5654654]
[paragraph, [66.0, 2019.0, 675.0, 36.0], shoonya_15sLNSF2J6UQM3, 5654654]
[paragraph, [66.0, 2055.0, 675.0, 36.0], shoonya_15sLNSF2J6UQM3, 5654654]
[paragraph, [1149.0, 1947.0, 501.0, 36.0], shoonya_2sIFM8QZVOZ0NF, 5654654]
[paragraph, [1149.0, 1983.0, 501.0, 36.0], shoonya_2sIFM8QZVOZ0NF, 5654654]
[paragraph, [1149.0, 2019.0, 501.0, 36.0], shoonya_2sIFM8QZVOZ0NF, 5654654]
[paragraph, [1149.0, 2055.0, 501.0, 36.0], shoonya_2sIFM8QZVOZ0NF, 5654654]
[folio, [503.0, 2125.0, 695.0, 36.0], shoonya_12sO18TOJETFQY, 5654654]
[folio, [503.0, 2161.0, 695.0, 36.0], shoonya_12sO18TOJETFQY, 5654654]
