[1241, 1241]
[paragraph, [87.0, 221.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 239.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 257.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 275.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 293.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 311.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 329.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 347.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 365.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 383.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 401.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 419.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 437.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 455.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 473.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 491.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 509.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 527.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 545.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 563.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 581.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 599.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 617.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 635.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 653.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 671.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 689.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 707.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 725.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 743.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 761.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 779.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 797.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 815.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 833.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 851.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 869.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 887.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 905.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
[paragraph, [87.0, 923.0, 1036.0, 18.0], shoonya_0s84VWLG9JP9FD, 5726320]
