[1818, 1374]
[folio, [486.0, 176.0, 405.0, 36.0], WsGXwb4Kbv, 5682369]
[paragraph, [106.0, 250.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 286.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 322.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 358.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 394.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 430.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 466.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 502.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 538.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 574.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 610.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 646.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [106.0, 682.0, 577.0, 36.0], 1TbpTr2swg, 5682369]
[paragraph, [700.0, 252.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 288.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 324.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 360.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 396.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 432.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 468.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 504.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 540.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 576.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 612.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 648.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 684.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 720.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 756.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 792.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 828.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 864.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 900.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 936.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 972.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1008.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1044.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1080.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1116.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1152.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1188.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1224.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1260.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1296.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1332.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1368.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1404.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1440.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1476.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1512.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1548.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1584.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1620.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [700.0, 1656.0, 566.0, 36.0], gDzVP2EQ1j, 5682369]
[paragraph, [151.0, 743.0, 345.0, 36.0], gIkE5QBvvw, 5682369]
[paragraph, [111.0, 786.0, 566.0, 36.0], Efqdns5Jzr, 5682369]
[paragraph, [111.0, 822.0, 566.0, 36.0], Efqdns5Jzr, 5682369]
[paragraph, [111.0, 858.0, 566.0, 36.0], Efqdns5Jzr, 5682369]
[paragraph, [111.0, 904.0, 570.0, 36.0], iQeE2tVm4i, 5682369]
[paragraph, [111.0, 940.0, 570.0, 36.0], iQeE2tVm4i, 5682369]
[paragraph, [111.0, 976.0, 570.0, 36.0], iQeE2tVm4i, 5682369]
[paragraph, [113.0, 1028.0, 570.0, 36.0], Yw_azb63y4, 5682369]
[paragraph, [113.0, 1064.0, 570.0, 36.0], Yw_azb63y4, 5682369]
[paragraph, [113.0, 1100.0, 570.0, 36.0], Yw_azb63y4, 5682369]
[paragraph, [111.0, 1150.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1186.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1222.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1258.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1294.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1330.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1366.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1402.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1438.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1474.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1510.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1546.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1582.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1618.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1654.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
[paragraph, [111.0, 1690.0, 573.0, 36.0], 6oLcCBObtQ, 5682369]
