[2200, 1700]
[paragraph, [372.0, 113.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 149.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 185.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 221.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 257.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 293.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 329.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 365.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 401.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 437.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 473.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 509.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 545.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 581.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 617.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 653.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 689.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 725.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 761.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 797.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 833.0, 1135.0, 36.0], shoonya_0s0SRXISAWWFXB, 5733771]
[paragraph, [372.0, 913.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 949.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 985.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1021.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1057.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1093.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1129.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1165.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1201.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1237.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1273.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1309.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1345.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1381.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [372.0, 1417.0, 1134.0, 36.0], shoonya_2sUGVTM5TH2XK8, 5733771]
[paragraph, [373.0, 1491.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1527.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1563.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1599.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1635.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1671.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1707.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1743.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1779.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1815.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1851.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1887.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1923.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1959.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
[paragraph, [373.0, 1995.0, 1134.0, 36.0], shoonya_1sNIGF5SU1OL1O, 5733771]
