[1468, 909]
[headline, [316.0, 74.0, 268.0, 25.5], 9yTmRWnKtd, 5770581]
[folio, [590.0, 104.0, 257.0, 18.0], rzdp1tokqI, 5770581]
[placeholder-text, [732.0, 110.0, 109.0, 18.0], a1aQDMSxhl, 5770581]
[paragraph, [103.0, 141.0, 301.0, 18.0], s5SLVQM5_4, 5770581]
[paragraph, [103.0, 159.0, 301.0, 18.0], s5SLVQM5_4, 5770581]
[paragraph, [103.0, 177.0, 301.0, 18.0], s5SLVQM5_4, 5770581]
[paragraph, [103.0, 195.0, 301.0, 18.0], s5SLVQM5_4, 5770581]
[paragraph, [103.0, 213.0, 301.0, 18.0], s5SLVQM5_4, 5770581]
[paragraph, [103.0, 231.0, 301.0, 18.0], s5SLVQM5_4, 5770581]
[paragraph, [460.0, 143.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 161.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 179.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 197.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 215.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 233.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 251.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 269.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 287.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 305.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 323.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 341.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 359.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [460.0, 377.0, 378.0, 18.0], 8OsM9EXw5p, 5770581]
[paragraph, [78.0, 257.0, 369.0, 18.0], ZNCq5uGIQp, 5770581]
[paragraph, [78.0, 275.0, 369.0, 18.0], ZNCq5uGIQp, 5770581]
[paragraph, [78.0, 293.0, 369.0, 18.0], ZNCq5uGIQp, 5770581]
[paragraph, [101.0, 318.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 336.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 354.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 372.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 390.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 408.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 426.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 444.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 462.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 480.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 498.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 516.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 534.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 552.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 570.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 588.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [101.0, 606.0, 315.0, 18.0], 2ZjWMz4_aU, 5770581]
[paragraph, [489.0, 400.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 418.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 436.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 454.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 472.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 490.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 508.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 526.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 544.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 562.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 580.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 598.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 616.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 634.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 652.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [489.0, 670.0, 342.0, 18.0], uxOeLwRSvn, 5770581]
[paragraph, [75.0, 624.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 642.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 660.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 678.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 696.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 714.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 732.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 750.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 768.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 786.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 804.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 822.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 840.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 858.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 876.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 894.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 912.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 930.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 948.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
[paragraph, [75.0, 966.0, 378.0, 18.0], NJCKdmTTHQ, 5770581]
