[1259, 853]
[section-title, [329.0, 69.0, 185.0, 30.0], Lbs1bP_0sj, 5719254]
[paragraph, [76.0, 118.0, 693.0, 18.0], shoonya_0sTYDXPPYEMCLR, 5719254]
[paragraph, [76.0, 136.0, 693.0, 18.0], shoonya_0sTYDXPPYEMCLR, 5719254]
[paragraph, [76.0, 154.0, 693.0, 18.0], shoonya_0sTYDXPPYEMCLR, 5719254]
[paragraph, [76.0, 172.0, 693.0, 18.0], shoonya_0sTYDXPPYEMCLR, 5719254]
[paragraph, [76.0, 190.0, 693.0, 18.0], shoonya_0sTYDXPPYEMCLR, 5719254]
[paragraph, [76.0, 208.0, 693.0, 18.0], shoonya_0sTYDXPPYEMCLR, 5719254]
[paragraph, [76.0, 226.0, 693.0, 18.0], shoonya_0sTYDXPPYEMCLR, 5719254]
[paragraph, [76.0, 244.0, 693.0, 18.0], shoonya_0sTYDXPPYEMCLR, 5719254]
[paragraph, [74.0, 282.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [74.0, 300.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [74.0, 318.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [74.0, 336.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [74.0, 354.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [74.0, 372.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [74.0, 390.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [74.0, 408.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [74.0, 426.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [74.0, 444.0, 694.0, 18.0], 9NH6D-NrRW, 5719254]
[paragraph, [75.0, 475.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 493.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 511.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 529.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 547.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 565.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 583.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 601.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 619.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 637.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 655.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 673.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 691.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 709.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 727.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 745.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 763.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 781.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 799.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 817.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 835.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 853.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 871.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 889.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 907.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 925.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 943.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 961.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 979.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 997.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 1015.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 1033.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 1051.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 1069.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [75.0, 1087.0, 697.0, 18.0], JongJ5ZPeK, 5719254]
[paragraph, [74.0, 1116.0, 700.0, 18.0], TxJrTqzUEC, 5719254]
[paragraph, [74.0, 1134.0, 700.0, 18.0], TxJrTqzUEC, 5719254]
[paragraph, [74.0, 1152.0, 700.0, 18.0], TxJrTqzUEC, 5719254]
[paragraph, [74.0, 1170.0, 700.0, 18.0], TxJrTqzUEC, 5719254]
[folio, [415.0, 1197.0, 432.0, 18.0], y3mB-4pSBL, 5719254]
[folio, [415.0, 1215.0, 432.0, 18.0], y3mB-4pSBL, 5719254]
[folio, [415.0, 1233.0, 432.0, 18.0], y3mB-4pSBL, 5719254]
