[1468, 909]
[headline, [330.0, 66.0, 297.0, 25.5], BHZI-Hzuhe, 5770496]
[headline, [330.0, 91.5, 297.0, 25.5], BHZI-Hzuhe, 5770496]
[paragraph, [459.0, 138.0, 373.0, 18.0], dolP6zJLPl, 5770496]
[paragraph, [459.0, 156.0, 373.0, 18.0], dolP6zJLPl, 5770496]
[paragraph, [459.0, 174.0, 373.0, 18.0], dolP6zJLPl, 5770496]
[paragraph, [459.0, 192.0, 373.0, 18.0], dolP6zJLPl, 5770496]
[paragraph, [459.0, 210.0, 373.0, 18.0], dolP6zJLPl, 5770496]
[paragraph, [459.0, 228.0, 373.0, 18.0], dolP6zJLPl, 5770496]
[paragraph, [459.0, 246.0, 373.0, 18.0], dolP6zJLPl, 5770496]
[paragraph, [76.0, 144.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 162.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 180.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 198.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 216.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 234.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 252.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 270.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 288.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 306.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [76.0, 324.0, 370.0, 18.0], y3ovZxWNJc, 5770496]
[paragraph, [460.0, 265.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 283.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 301.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 319.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 337.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 355.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 373.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 391.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 409.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 427.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 445.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 463.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 481.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 499.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 517.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 535.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 553.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 571.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 589.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 607.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 625.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 643.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 661.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 679.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 697.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 715.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 733.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 751.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 769.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 787.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 805.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 823.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 841.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 859.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 877.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 895.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 913.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 931.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 949.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 967.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 985.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1003.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1021.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1039.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1057.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1075.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1093.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1111.0, 375.0, 18.0], -1DxWbOYId, 5770496]
[paragraph, [460.0, 1129.0, 375.0, 18.0], -1DxWbOYId, 5770496]
