[1162, 749]
[folio, [302.0, 76.0, 130.0, 18.0], 8PsfbwKc2J, 5699579]
[paragraph, [76.0, 125.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 143.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 161.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 179.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 197.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 215.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 233.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 251.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 269.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 287.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 305.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 323.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [76.0, 341.0, 595.0, 18.0], shoonya_0sWRYXWRGM3KM8, 5699579]
[paragraph, [79.0, 368.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 386.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 404.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 422.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 440.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 458.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 476.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 494.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 512.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 530.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 548.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 566.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 584.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 602.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 620.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 638.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 656.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 674.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 692.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 710.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 728.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 746.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 764.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 782.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 800.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 818.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 836.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 854.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 872.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [79.0, 890.0, 593.0, 18.0], MginK5apB8, 5699579]
[paragraph, [84.0, 918.0, 588.0, 18.0], JqapziIGy5, 5699579]
[paragraph, [84.0, 936.0, 588.0, 18.0], JqapziIGy5, 5699579]
[paragraph, [84.0, 954.0, 588.0, 18.0], JqapziIGy5, 5699579]
[paragraph, [83.0, 989.0, 587.0, 18.0], 1Nh2E1qivO, 5699579]
[paragraph, [83.0, 1007.0, 587.0, 18.0], 1Nh2E1qivO, 5699579]
[paragraph, [83.0, 1025.0, 587.0, 18.0], 1Nh2E1qivO, 5699579]
[paragraph, [83.0, 1043.0, 587.0, 18.0], 1Nh2E1qivO, 5699579]
[paragraph, [83.0, 1061.0, 587.0, 18.0], 1Nh2E1qivO, 5699579]
