[2339, 1653]
[paragraph, [390.0, 196.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 232.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 268.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 304.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 340.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 376.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 412.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 448.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 484.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 520.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 556.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 592.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 628.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 664.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 700.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 736.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 772.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 808.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [390.0, 844.0, 1069.0, 36.0], shoonya_1s3TTVPXQVD442, 5734430]
[paragraph, [388.0, 899.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 935.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 971.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1007.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1043.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1079.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1115.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1151.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1187.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1223.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1259.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1295.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1331.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1367.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1403.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1439.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1475.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1511.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1547.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1583.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1619.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1655.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1691.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1727.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1763.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1799.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1835.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1871.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1907.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1943.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 1979.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 2015.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 2051.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[paragraph, [388.0, 2087.0, 1078.0, 36.0], shoonya_0sEG8KVQCL8JX6, 5734430]
[folio, [1108.0, 2171.0, 290.0, 36.0], PvSWBZDMG7, 5734430]
