[892, 612]
[folio, [261.0, 153.0, 148.0, 18.0], _8pHCmQue0, 6459894]
[paragraph, [157.0, 203.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 221.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 239.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 257.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 275.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 293.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 311.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 329.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 347.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 365.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 383.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 401.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 419.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 437.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 455.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 473.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 491.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 509.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 527.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 545.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 563.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 581.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 599.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 617.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 635.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 653.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 671.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 689.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 707.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
[paragraph, [157.0, 725.0, 351.0, 18.0], shoonya_0s1VB09YRRH7GD, 6459894]
