[720, 504]
[folio, [49.0, 86.0, 110.0, 18.0], 2B4icexiqb, 5650853]
[paragraph, [47.0, 112.0, 197.0, 18.0], shoonya_1s1NRFE3PEE2NM, 5650853]
[paragraph, [47.0, 130.0, 197.0, 18.0], shoonya_1s1NRFE3PEE2NM, 5650853]
[paragraph, [47.0, 148.0, 197.0, 18.0], shoonya_1s1NRFE3PEE2NM, 5650853]
[paragraph, [47.0, 166.0, 197.0, 18.0], shoonya_1s1NRFE3PEE2NM, 5650853]
[paragraph, [47.0, 184.0, 197.0, 18.0], shoonya_1s1NRFE3PEE2NM, 5650853]
[paragraph, [47.0, 202.0, 197.0, 18.0], shoonya_1s1NRFE3PEE2NM, 5650853]
[paragraph, [47.0, 220.0, 197.0, 18.0], shoonya_1s1NRFE3PEE2NM, 5650853]
[paragraph, [258.0, 112.0, 197.0, 18.0], shoonya_4s2S4WC0EGG405, 5650853]
[paragraph, [258.0, 130.0, 197.0, 18.0], shoonya_4s2S4WC0EGG405, 5650853]
[paragraph, [258.0, 148.0, 197.0, 18.0], shoonya_4s2S4WC0EGG405, 5650853]
[paragraph, [258.0, 166.0, 197.0, 18.0], shoonya_4s2S4WC0EGG405, 5650853]
[paragraph, [258.0, 184.0, 197.0, 18.0], shoonya_4s2S4WC0EGG405, 5650853]
[paragraph, [258.0, 202.0, 197.0, 18.0], shoonya_4s2S4WC0EGG405, 5650853]
[paragraph, [258.0, 220.0, 197.0, 18.0], shoonya_4s2S4WC0EGG405, 5650853]
[paragraph, [258.0, 238.0, 197.0, 18.0], shoonya_4s2S4WC0EGG405, 5650853]
[paragraph, [258.0, 256.0, 197.0, 18.0], shoonya_4s2S4WC0EGG405, 5650853]
[paragraph, [48.0, 289.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 307.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 325.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 343.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 361.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 379.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 397.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 415.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 433.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 451.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [48.0, 469.0, 197.0, 18.0], shoonya_0sX9EFC30MUV63, 5650853]
[paragraph, [258.0, 292.0, 198.0, 18.0], shoonya_2sVFYXQMRYU5H9, 5650853]
[paragraph, [258.0, 310.0, 198.0, 18.0], shoonya_2sVFYXQMRYU5H9, 5650853]
[paragraph, [258.0, 328.0, 198.0, 18.0], shoonya_2sVFYXQMRYU5H9, 5650853]
[paragraph, [258.0, 346.0, 198.0, 18.0], shoonya_2sVFYXQMRYU5H9, 5650853]
[paragraph, [258.0, 364.0, 198.0, 18.0], shoonya_2sVFYXQMRYU5H9, 5650853]
[paragraph, [258.0, 382.0, 198.0, 18.0], shoonya_2sVFYXQMRYU5H9, 5650853]
[paragraph, [259.0, 447.0, 196.0, 18.0], shoonya_5sPTS59Z0YN8ID, 5650853]
[paragraph, [259.0, 465.0, 196.0, 18.0], shoonya_5sPTS59Z0YN8ID, 5650853]
[paragraph, [259.0, 483.0, 196.0, 18.0], shoonya_5sPTS59Z0YN8ID, 5650853]
[paragraph, [259.0, 501.0, 196.0, 18.0], shoonya_5sPTS59Z0YN8ID, 5650853]
[paragraph, [48.0, 530.0, 196.0, 18.0], shoonya_11sJP302DIZ3TF, 5650853]
[paragraph, [48.0, 548.0, 196.0, 18.0], shoonya_11sJP302DIZ3TF, 5650853]
[paragraph, [48.0, 566.0, 196.0, 18.0], shoonya_11sJP302DIZ3TF, 5650853]
[paragraph, [48.0, 584.0, 196.0, 18.0], shoonya_11sJP302DIZ3TF, 5650853]
[paragraph, [48.0, 602.0, 196.0, 18.0], shoonya_11sJP302DIZ3TF, 5650853]
[paragraph, [258.0, 556.0, 197.0, 18.0], shoonya_8sT1R6FQ0J2NQI, 5650853]
[paragraph, [258.0, 574.0, 197.0, 18.0], shoonya_8sT1R6FQ0J2NQI, 5650853]
[paragraph, [258.0, 592.0, 197.0, 18.0], shoonya_8sT1R6FQ0J2NQI, 5650853]
