[1437, 878]
[folio, [351.0, 75.0, 150.0, 18.0], a-Qq8hvKj9, 5769995]
[folio, [351.0, 93.0, 150.0, 18.0], a-Qq8hvKj9, 5769995]
[paragraph, [71.0, 135.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 153.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 171.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 189.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 207.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 225.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 243.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 261.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 279.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 297.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 315.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 333.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 351.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [71.0, 369.0, 362.0, 18.0], shoonya_0sHEUNBERSEYQ5, 5769995]
[paragraph, [437.0, 140.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 158.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 176.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 194.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 212.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 230.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 248.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 266.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 284.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 302.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 320.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 338.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 356.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 374.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 392.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [437.0, 410.0, 365.0, 18.0], 6lWe4UID5x, 5769995]
[paragraph, [73.0, 393.0, 359.0, 18.0], 07kLHVSYgk, 5769995]
[paragraph, [73.0, 411.0, 359.0, 18.0], 07kLHVSYgk, 5769995]
[paragraph, [73.0, 429.0, 359.0, 18.0], 07kLHVSYgk, 5769995]
[paragraph, [73.0, 447.0, 359.0, 18.0], 07kLHVSYgk, 5769995]
[paragraph, [73.0, 465.0, 359.0, 18.0], 07kLHVSYgk, 5769995]
[paragraph, [440.0, 428.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 446.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 464.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 482.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 500.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 518.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 536.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 554.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 572.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 590.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 608.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [440.0, 626.0, 362.0, 18.0], 5jhdoFqNsI, 5769995]
[paragraph, [74.0, 479.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 497.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 515.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 533.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 551.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 569.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 587.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 605.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 623.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 641.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 659.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 677.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 695.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [74.0, 713.0, 361.0, 18.0], wtk3G1cHzj, 5769995]
[paragraph, [443.0, 660.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 678.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 696.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 714.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 732.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 750.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 768.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 786.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 804.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 822.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 840.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 858.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 876.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [443.0, 894.0, 361.0, 18.0], JsN0i-ON39, 5769995]
[paragraph, [75.0, 737.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 755.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 773.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 791.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 809.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 827.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 845.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 863.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 881.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 899.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 917.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 935.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 953.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 971.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 989.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1007.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1025.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1043.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1061.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1079.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1097.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1115.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1133.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1151.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1169.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1187.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1205.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1223.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1241.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1259.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [75.0, 1277.0, 362.0, 18.0], uK1aDhdi8K, 5769995]
[paragraph, [445.0, 912.0, 358.0, 18.0], TFFciVR89D, 5769995]
