[1650, 1000]
[paragraph, [77.0, 97.0, 842.0, 36.0], shoonya_6sT519BD80J2OK, 5732837]
[paragraph, [77.0, 133.0, 842.0, 36.0], shoonya_6sT519BD80J2OK, 5732837]
[paragraph, [71.0, 244.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 280.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 316.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 352.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 388.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 424.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 460.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 496.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 532.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 568.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 604.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 640.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 676.0, 846.0, 36.0], shoonya_2sOD9ERR9TBXEB, 5732837]
[paragraph, [71.0, 741.0, 846.0, 36.0], shoonya_5s3SFZ3Q5YTTC2, 5732837]
[paragraph, [71.0, 777.0, 846.0, 36.0], shoonya_5s3SFZ3Q5YTTC2, 5732837]
[paragraph, [71.0, 813.0, 846.0, 36.0], shoonya_5s3SFZ3Q5YTTC2, 5732837]
[paragraph, [71.0, 849.0, 846.0, 36.0], shoonya_5s3SFZ3Q5YTTC2, 5732837]
[paragraph, [66.0, 913.0, 849.0, 36.0], shoonya_0s0KMKMO8UARTA, 5732837]
[paragraph, [66.0, 949.0, 849.0, 36.0], shoonya_0s0KMKMO8UARTA, 5732837]
[paragraph, [66.0, 985.0, 849.0, 36.0], shoonya_0s0KMKMO8UARTA, 5732837]
[paragraph, [66.0, 1021.0, 849.0, 36.0], shoonya_0s0KMKMO8UARTA, 5732837]
[paragraph, [66.0, 1057.0, 849.0, 36.0], shoonya_0s0KMKMO8UARTA, 5732837]
[paragraph, [66.0, 1093.0, 849.0, 36.0], shoonya_0s0KMKMO8UARTA, 5732837]
[paragraph, [58.0, 1219.0, 851.0, 36.0], shoonya_1s9XMZRK7EEX2I, 5732837]
[paragraph, [58.0, 1255.0, 851.0, 36.0], shoonya_1s9XMZRK7EEX2I, 5732837]
[paragraph, [58.0, 1291.0, 851.0, 36.0], shoonya_1s9XMZRK7EEX2I, 5732837]
[paragraph, [58.0, 1327.0, 851.0, 36.0], shoonya_1s9XMZRK7EEX2I, 5732837]
[paragraph, [58.0, 1363.0, 851.0, 36.0], shoonya_1s9XMZRK7EEX2I, 5732837]
[paragraph, [58.0, 1399.0, 851.0, 36.0], shoonya_1s9XMZRK7EEX2I, 5732837]
[paragraph, [58.0, 1435.0, 851.0, 36.0], shoonya_1s9XMZRK7EEX2I, 5732837]
[paragraph, [58.0, 1471.0, 851.0, 36.0], shoonya_1s9XMZRK7EEX2I, 5732837]
[paragraph, [58.0, 1507.0, 851.0, 36.0], shoonya_1s9XMZRK7EEX2I, 5732837]
