[3508, 2481]
[contact-info, [676.0, 100.0, 1133.0, 52.5], shoonya_13sQV5AYWZSFV6, 6516425]
[contact-info, [676.0, 152.5, 1133.0, 52.5], shoonya_13sQV5AYWZSFV6, 6516425]
[contact-info, [676.0, 205.0, 1133.0, 52.5], shoonya_13sQV5AYWZSFV6, 6516425]
[section-title, [834.0, 279.0, 778.0, 93.0], D86ShhQznv, 6516425]
[folio, [204.0, 517.0, 1218.0, 52.5], eRLj3jJyZt, 6516425]
[folio, [204.0, 569.5, 1218.0, 52.5], eRLj3jJyZt, 6516425]
[placeholder-text, [2000.0, 738.0, 277.0, 18.0], shoonya_0s4VH38AB2BHDX, 6516425]
[placeholder-text, [2000.0, 756.0, 277.0, 18.0], shoonya_0s4VH38AB2BHDX, 6516425]
[placeholder-text, [2000.0, 774.0, 277.0, 18.0], shoonya_0s4VH38AB2BHDX, 6516425]
[placeholder-text, [2000.0, 792.0, 277.0, 18.0], shoonya_0s4VH38AB2BHDX, 6516425]
[placeholder-text, [2000.0, 810.0, 277.0, 18.0], shoonya_0s4VH38AB2BHDX, 6516425]
[placeholder-text, [2000.0, 828.0, 277.0, 18.0], shoonya_0s4VH38AB2BHDX, 6516425]
[placeholder-text, [2000.0, 846.0, 277.0, 18.0], shoonya_0s4VH38AB2BHDX, 6516425]
[placeholder-text, [2000.0, 864.0, 277.0, 18.0], shoonya_0s4VH38AB2BHDX, 6516425]
[paragraph, [201.0, 1029.0, 313.0, 52.5], BM-_5E_EU9, 6516425]
[paragraph, [204.0, 1150.0, 2062.0, 52.5], iHZoYM2iwJ, 6516425]
[paragraph, [204.0, 1202.5, 2062.0, 52.5], iHZoYM2iwJ, 6516425]
[paragraph, [204.0, 1255.0, 2062.0, 52.5], iHZoYM2iwJ, 6516425]
[paragraph, [204.0, 1307.5, 2062.0, 52.5], iHZoYM2iwJ, 6516425]
[paragraph, [204.0, 1360.0, 2062.0, 52.5], iHZoYM2iwJ, 6516425]
[paragraph, [204.0, 1412.5, 2062.0, 52.5], iHZoYM2iwJ, 6516425]
[paragraph, [207.0, 1522.0, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[paragraph, [207.0, 1574.5, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[paragraph, [207.0, 1627.0, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[paragraph, [207.0, 1679.5, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[paragraph, [207.0, 1732.0, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[paragraph, [207.0, 1784.5, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[paragraph, [207.0, 1837.0, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[paragraph, [207.0, 1889.5, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[paragraph, [207.0, 1942.0, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[paragraph, [207.0, 1994.5, 2062.0, 52.5], h6Y-n94Qhg, 6516425]
[section-title, [198.0, 2223.0, 641.0, 93.0], TmecB_4jbR, 6516425]
[ordered-list, [210.0, 2385.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2437.5, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2490.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2542.5, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2595.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2647.5, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2700.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2752.5, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2805.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2857.5, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2910.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 2962.5, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 3015.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 3067.5, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 3120.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 3172.5, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 3225.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 3277.5, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[ordered-list, [210.0, 3330.0, 2077.0, 52.5], Av7JRpe8QH, 6516425]
[sub-unordered-list, [297.0, 3173.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3191.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3209.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3227.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3245.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3263.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3281.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3299.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3317.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3335.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
[sub-unordered-list, [297.0, 3353.0, 1832.0, 18.0], yaZ2czNpo8, 6516425]
