[1447, 1093]
[section-title, [123.0, 79.0, 450.0, 30.0], shoonya_2sWACUJHBYMRJQ, 5715268]
[section-title, [123.0, 109.0, 450.0, 30.0], shoonya_2sWACUJHBYMRJQ, 5715268]
[section-title, [123.0, 139.0, 450.0, 30.0], shoonya_2sWACUJHBYMRJQ, 5715268]
[section-title, [123.0, 169.0, 450.0, 30.0], shoonya_2sWACUJHBYMRJQ, 5715268]
[section-title, [123.0, 199.0, 450.0, 30.0], shoonya_2sWACUJHBYMRJQ, 5715268]
[section-title, [123.0, 229.0, 450.0, 30.0], shoonya_2sWACUJHBYMRJQ, 5715268]
[section-title, [123.0, 259.0, 450.0, 30.0], shoonya_2sWACUJHBYMRJQ, 5715268]
[section-title, [628.0, 187.0, 283.0, 30.0], YfU_6XQXcQ, 5715268]
[section-title, [628.0, 217.0, 283.0, 30.0], YfU_6XQXcQ, 5715268]
[section-title, [628.0, 247.0, 283.0, 30.0], YfU_6XQXcQ, 5715268]
[section-title, [628.0, 277.0, 283.0, 30.0], YfU_6XQXcQ, 5715268]
[unordered-list, [114.0, 307.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 325.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 343.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 361.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 379.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 397.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 415.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 433.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 451.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 469.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 487.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 505.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 523.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [114.0, 541.0, 473.0, 18.0], dlJOqKeshy, 5715268]
[unordered-list, [627.0, 325.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 343.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 361.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 379.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 397.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 415.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 433.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 451.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 469.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 487.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 505.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 523.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 541.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[unordered-list, [627.0, 559.0, 377.0, 18.0], Q6EN_tb9En, 5715268]
[ordered-list, [110.0, 567.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 585.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 603.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 621.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 639.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 657.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 675.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 693.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 711.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 729.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 747.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 765.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 783.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 801.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 819.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 837.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 855.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 873.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 891.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 909.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 927.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 945.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 963.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 981.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 999.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 1017.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 1035.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 1053.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 1071.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[ordered-list, [110.0, 1089.0, 464.0, 18.0], shoonya_1s0IPDSMC71QG0, 5715268]
[paragraph, [629.0, 583.0, 334.0, 18.0], yjG1wMw85T, 5715268]
